
RevBayes version (1.1.1)
Build from master (rapture-588-gae00cc) on Thu Feb 11 15:28:28 CST 2021

Visit the website www.RevBayes.com for more information about RevBayes.

RevBayes is free software released under the GPL license, version 3. Type 'license()' for details.

To quit RevBayes type 'quit()' or 'q()'.


> source("Morpho_TA_M3.Rev")
   Processing file "Morpho_TA_M3.Rev"
   Successfully read one character matrix from file '../data/TA-50char.nex'
   Processing file "tree_BD.Rev"
   Processing of file "tree_BD.Rev" completed
   Processing file "clock_global.Rev"
   Processing of file "clock_global.Rev" completed
   Processing file "Q_ED_M3.Rev"
   Processing of file "Q_ED_M3.Rev" completed

   Running burn-in phase of Monte Carlo sampler for 5000 iterations.
   This simulation runs 1 independent replicate.
   The simulator uses 6 different moves in a random move schedule with 15.8 moves per iteration

Progress:
0---------------25---------------50---------------75--------------100
********************************************************************


   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 6 different moves in a random move schedule with 15.8 moves per iteration

Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
1800        |       -292.652   |       -287.795   |       -4.85741   |   (((C[&index=3]:0.408768,D[&index=4]:0.408768)[&index=5]:0.503859,B[&index=1]:0.912627)[&index=6]:0.087373,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:02   |   00:03:40   |
2000        |       -292.222   |       -285.888   |       -6.33438   |   ((B[&index=1]:0.696782,(D[&index=4]:0.349041,C[&index=3]:0.349041)[&index=5]:0.347741)[&index=6]:0.303218,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:02   |   00:03:18   |
2200        |       -294.593   |       -284.693   |       -9.90012   |   (((C[&index=3]:0.279986,D[&index=4]:0.279986)[&index=5]:0.174869,B[&index=1]:0.454855)[&index=6]:0.545145,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:02   |   00:02:59   |
2400        |       -291.919   |       -286.869   |       -5.04942   |   (((D[&index=4]:0.486486,C[&index=3]:0.486486)[&index=5]:0.438692,B[&index=1]:0.925178)[&index=6]:0.074822,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:02   |   00:02:44   |
2600        |       -293.526   |       -285.202   |       -8.32394   |   ((B[&index=1]:0.574357,(D[&index=4]:0.317044,C[&index=3]:0.317044)[&index=5]:0.257313)[&index=6]:0.425643,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:03   |   00:03:47   |
2800        |       -292.002   |       -286.213   |       -5.78858   |   ((B[&index=1]:0.934804,A[&index=2]:0.934804)[&index=5]:0.065196,(D[&index=4]:0.357145,C[&index=3]:0.357145)[&index=6]:0.642855)[&index=7]:0.000000;   |   00:00:03   |   00:03:31   |
3000        |       -293.142   |        -289.68   |       -3.46166   |   (((C[&index=3]:0.620479,D[&index=4]:0.620479)[&index=6]:0.373936,B[&index=1]:0.994415)[&index=5]:0.005585,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:03   |   00:03:17   |
3200        |       -292.129   |       -285.847   |        -6.2827   |   (((C[&index=3]:0.279679,D[&index=4]:0.279679)[&index=6]:0.395700,B[&index=1]:0.675379)[&index=5]:0.324621,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:03   |   00:03:04   |
3400        |       -291.974   |       -288.439   |       -3.53506   |   ((B[&index=1]:0.977398,(D[&index=4]:0.539646,C[&index=3]:0.539646)[&index=6]:0.437752)[&index=5]:0.022602,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:04   |   00:03:51   |
3600        |       -292.343   |       -288.437   |       -3.90557   |   (((D[&index=4]:0.521643,C[&index=3]:0.521643)[&index=6]:0.372845,B[&index=1]:0.894487)[&index=5]:0.105513,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:04   |   00:03:38   |
3800        |       -293.055   |       -286.374   |       -6.68117   |   (((D[&index=4]:0.373919,C[&index=3]:0.373919)[&index=6]:0.164748,B[&index=1]:0.538667)[&index=5]:0.461333,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:04   |   00:03:26   |


Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
-----------------------------------------------------------------------------------------------------------------------
4000        |       -292.103   |       -285.856   |       -6.24624   |   (((C[&index=3]:0.452155,D[&index=4]:0.452155)[&index=6]:0.229044,B[&index=1]:0.681199)[&index=5]:0.318801,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:04   |   00:03:16   |
4200        |       -292.588   |       -284.517   |       -8.07045   |   (A[&index=2]:1.000000,((D[&index=4]:0.252093,C[&index=3]:0.252093)[&index=6]:0.192365,B[&index=1]:0.444458)[&index=5]:0.555542)[&index=7]:0.000000;   |   00:00:05   |   00:03:53   |
4400        |       -291.267   |       -286.039   |       -5.22789   |   (A[&index=2]:1.000000,((D[&index=4]:0.463776,C[&index=3]:0.463776)[&index=6]:0.262066,B[&index=1]:0.725843)[&index=5]:0.274157)[&index=7]:0.000000;   |   00:00:05   |   00:03:42   |
4600        |        -292.31   |       -285.594   |         -6.716   |   (((D[&index=4]:0.408302,C[&index=3]:0.408302)[&index=6]:0.171964,B[&index=1]:0.580267)[&index=5]:0.419733,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:05   |   00:03:32   |
4800        |       -296.181   |        -289.67   |       -6.51102   |   (((D[&index=4]:0.637994,C[&index=3]:0.637994)[&index=6]:0.105569,B[&index=1]:0.743563)[&index=5]:0.256437,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:05   |   00:03:23   |
5000        |       -291.561   |       -287.403   |       -4.15825   |   (((C[&index=3]:0.460516,D[&index=4]:0.460516)[&index=6]:0.314489,B[&index=1]:0.775005)[&index=5]:0.224995,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:06   |   00:03:54   |
5200        |       -297.482   |       -288.132   |       -9.34979   |   ((B[&index=1]:0.318369,(D[&index=4]:0.199318,C[&index=3]:0.199318)[&index=6]:0.119051)[&index=5]:0.681631,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:06   |   00:03:44   |
5400        |       -291.304   |        -285.31   |       -5.99368   |   (((D[&index=4]:0.312907,C[&index=3]:0.312907)[&index=6]:0.174776,B[&index=1]:0.487682)[&index=5]:0.512318,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:06   |   00:03:36   |
5600        |       -291.869   |       -286.202   |       -5.66738   |   (((C[&index=3]:0.466608,D[&index=4]:0.466608)[&index=6]:0.068178,B[&index=1]:0.534787)[&index=5]:0.465213,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:06   |   00:03:28   |
5800        |       -292.622   |       -289.056   |       -3.56537   |   ((A[&index=2]:0.819015,B[&index=1]:0.819015)[&index=5]:0.180985,(C[&index=3]:0.463944,D[&index=4]:0.463944)[&index=6]:0.536056)[&index=7]:0.000000;   |   00:00:06   |   00:03:20   |
6000        |       -292.688   |       -284.697   |       -7.99115   |   (((D[&index=4]:0.327681,C[&index=3]:0.327681)[&index=6]:0.201203,B[&index=1]:0.528883)[&index=5]:0.471117,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:07   |   00:03:46   |
6200        |       -291.493   |       -286.371   |        -5.1228   |   (((C[&index=3]:0.478269,D[&index=4]:0.478269)[&index=6]:0.311638,B[&index=1]:0.789906)[&index=5]:0.210094,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:07   |   00:03:38   |
6400        |       -294.098   |       -288.025   |        -6.0734   |   ((B[&index=1]:0.981784,(D[&index=4]:0.572517,C[&index=3]:0.572517)[&index=6]:0.409267)[&index=5]:0.018216,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:07   |   00:03:31   |
6600        |        -292.38   |       -287.527   |       -4.85235   |   ((B[&index=1]:0.849165,(D[&index=4]:0.562082,C[&index=3]:0.562082)[&index=6]:0.287083)[&index=5]:0.150835,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:07   |   00:03:25   |
6800        |       -291.447   |       -287.298   |       -4.14917   |   ((B[&index=1]:0.837937,(D[&index=4]:0.448896,C[&index=3]:0.448896)[&index=6]:0.389041)[&index=5]:0.162063,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:08   |   00:03:47   |
7000        |       -292.744   |       -287.962   |       -4.78122   |   (((D[&index=4]:0.550304,C[&index=3]:0.550304)[&index=6]:0.149195,B[&index=1]:0.699498)[&index=5]:0.300502,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:08   |   00:03:40   |
7200        |        -292.07   |       -284.686   |       -7.38447   |   (((D[&index=4]:0.309083,C[&index=3]:0.309083)[&index=6]:0.207976,B[&index=1]:0.517059)[&index=5]:0.482941,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:08   |   00:03:34   |
7400        |       -292.135   |       -285.954   |       -6.18134   |   ((B[&index=1]:0.510746,(C[&index=3]:0.438616,D[&index=4]:0.438616)[&index=5]:0.072129)[&index=6]:0.489254,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:08   |   00:03:28   |
7600        |       -293.704   |       -287.415   |       -6.28941   |   ((D[&index=4]:0.518912,(B[&index=1]:0.459891,C[&index=3]:0.459891)[&index=5]:0.059021)[&index=6]:0.481088,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:09   |   00:03:47   |
7800        |       -294.252   |       -288.868   |       -5.38432   |   (((B[&index=1]:0.643590,C[&index=3]:0.643590)[&index=5]:0.003526,D[&index=4]:0.647116)[&index=6]:0.352884,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:09   |   00:03:41   |


Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
-----------------------------------------------------------------------------------------------------------------------
8000        |       -292.801   |       -288.413   |       -4.38764   |   (((C[&index=3]:0.463335,D[&index=4]:0.463335)[&index=5]:0.294703,B[&index=1]:0.758038)[&index=6]:0.241962,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:09   |   00:03:36   |
8200        |       -293.009   |       -287.458   |       -5.55154   |   ((B[&index=1]:0.729147,A[&index=2]:0.729147)[&index=6]:0.270853,(C[&index=3]:0.393689,D[&index=4]:0.393689)[&index=5]:0.606311)[&index=7]:0.000000;   |   00:00:09   |   00:03:30   |
8400        |       -291.172   |       -286.234   |       -4.93808   |   (((C[&index=3]:0.426033,D[&index=4]:0.426033)[&index=5]:0.383602,B[&index=1]:0.809635)[&index=6]:0.190365,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:09   |   00:03:25   |
8600        |       -300.215   |       -297.524   |       -2.69042   |   ((D[&index=4]:0.805119,(B[&index=1]:0.521661,C[&index=3]:0.521661)[&index=5]:0.283458)[&index=6]:0.194881,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:10   |   00:03:42   |
8800        |       -297.305   |       -288.695   |        -8.6104   |   (((C[&index=3]:0.587057,D[&index=4]:0.587057)[&index=5]:0.393838,A[&index=2]:0.980894)[&index=6]:0.019106,B[&index=1]:1.000000)[&index=7]:0.000000;   |   00:00:10   |   00:03:37   |
9000        |        -293.82   |       -284.507   |       -9.31287   |   ((B[&index=1]:0.402710,(C[&index=3]:0.283641,D[&index=4]:0.283641)[&index=5]:0.119069)[&index=6]:0.597290,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:10   |   00:03:32   |
9200        |       -292.791   |       -286.746   |       -6.04525   |   (((D[&index=4]:0.499090,C[&index=3]:0.499090)[&index=5]:0.051396,B[&index=1]:0.550486)[&index=6]:0.449514,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:10   |   00:03:27   |
9400        |       -291.631   |       -287.301   |       -4.33037   |   (((D[&index=4]:0.522367,C[&index=3]:0.522367)[&index=5]:0.398385,B[&index=1]:0.920753)[&index=6]:0.079247,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:11   |   00:03:43   |
9600        |       -291.943   |       -284.892   |       -7.05057   |   (((D[&index=4]:0.277309,C[&index=3]:0.277309)[&index=6]:0.306730,B[&index=1]:0.584040)[&index=5]:0.415960,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:11   |   00:03:38   |
9800        |       -294.607   |         -286.2   |       -8.40657   |   ((B[&index=1]:0.908504,A[&index=2]:0.908504)[&index=5]:0.091496,(D[&index=4]:0.274878,C[&index=3]:0.274878)[&index=6]:0.725122)[&index=7]:0.000000;   |   00:00:11   |   00:03:33   |
10000       |       -293.729   |       -285.809   |       -7.91958   |   ((B[&index=1]:0.863473,(C[&index=3]:0.336720,D[&index=4]:0.336720)[&index=6]:0.526754)[&index=5]:0.136527,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:11   |   00:03:29   |
10200       |       -295.628   |       -288.812   |       -6.81579   |   (((B[&index=1]:0.355478,D[&index=4]:0.355478)[&index=6]:0.036628,C[&index=3]:0.392106)[&index=5]:0.607894,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:12   |   00:03:43   |
10400       |       -298.629   |       -286.922   |       -11.7073   |   ((D[&index=4]:0.411514,C[&index=3]:0.411514)[&index=6]:0.588486,(A[&index=2]:0.748098,B[&index=1]:0.748098)[&index=5]:0.251902)[&index=7]:0.000000;   |   00:00:12   |   00:03:38   |
10600       |       -291.494   |       -287.111   |       -4.38301   |   (((D[&index=4]:0.451218,C[&index=3]:0.451218)[&index=6]:0.440488,B[&index=1]:0.891706)[&index=5]:0.108294,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:12   |   00:03:34   |
10800       |       -295.066   |       -285.878   |       -9.18864   |   ((B[&index=1]:0.767465,(D[&index=4]:0.366693,C[&index=3]:0.366693)[&index=6]:0.400771)[&index=5]:0.232535,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:12   |   00:03:30   |
11000       |       -293.141   |       -285.716   |        -7.4248   |   ((B[&index=1]:0.710074,(C[&index=3]:0.434198,D[&index=4]:0.434198)[&index=6]:0.275876)[&index=5]:0.289926,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:12   |   00:03:26   |
11200       |        -291.66   |        -285.22   |       -6.43991   |   ((B[&index=1]:0.617121,(C[&index=3]:0.345622,D[&index=4]:0.345622)[&index=6]:0.271499)[&index=5]:0.382879,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:13   |   00:03:39   |
11400       |        -292.74   |       -286.543   |       -6.19715   |   ((B[&index=1]:0.645282,(C[&index=3]:0.509171,D[&index=4]:0.509171)[&index=6]:0.136112)[&index=5]:0.354718,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:13   |   00:03:35   |
11600       |       -293.403   |       -287.543   |       -5.86024   |   (((D[&index=4]:0.356728,B[&index=1]:0.356728)[&index=6]:0.057641,C[&index=3]:0.414369)[&index=5]:0.585631,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:13   |   00:03:31   |
11800       |       -291.416   |       -286.808   |       -4.60718   |   (((C[&index=3]:0.403058,D[&index=4]:0.403058)[&index=6]:0.301739,B[&index=1]:0.704797)[&index=5]:0.295203,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:13   |   00:03:27   |


Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
-----------------------------------------------------------------------------------------------------------------------
12000       |       -295.821   |        -292.13   |       -3.69037   |   (((C[&index=3]:0.576623,B[&index=1]:0.576623)[&index=6]:0.197573,D[&index=4]:0.774196)[&index=5]:0.225804,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:14   |   00:03:39   |
12200       |       -292.537   |       -285.606   |       -6.93098   |   (((D[&index=4]:0.314474,C[&index=3]:0.314474)[&index=6]:0.489422,B[&index=1]:0.803896)[&index=5]:0.196104,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:14   |   00:03:35   |
12400       |       -291.772   |       -284.499   |       -7.27327   |   ((B[&index=1]:0.537486,(C[&index=3]:0.304088,D[&index=4]:0.304088)[&index=6]:0.233398)[&index=5]:0.462514,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:14   |   00:03:31   |
12600       |       -293.794   |        -286.47   |       -7.32403   |   (((D[&index=4]:0.456366,C[&index=3]:0.456366)[&index=6]:0.219741,B[&index=1]:0.676107)[&index=5]:0.323893,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:14   |   00:03:28   |
12800       |       -292.211   |       -285.408   |       -6.80319   |   (((D[&index=4]:0.413770,C[&index=3]:0.413770)[&index=6]:0.181820,B[&index=1]:0.595590)[&index=5]:0.404410,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:15   |   00:03:39   |
13000       |       -292.415   |       -286.811   |       -5.60329   |   ((A[&index=2]:0.759129,B[&index=1]:0.759129)[&index=5]:0.240871,(C[&index=3]:0.402464,D[&index=4]:0.402464)[&index=6]:0.597536)[&index=7]:0.000000;   |   00:00:15   |   00:03:35   |
13200       |        -295.12   |       -291.393   |       -3.72676   |   (((C[&index=3]:0.431946,D[&index=4]:0.431946)[&index=6]:0.495344,A[&index=2]:0.927290)[&index=5]:0.072710,B[&index=1]:1.000000)[&index=7]:0.000000;   |   00:00:15   |   00:03:32   |
13400       |       -293.901   |       -287.655   |       -6.24646   |   (((D[&index=4]:0.368024,C[&index=3]:0.368024)[&index=6]:0.589112,B[&index=1]:0.957135)[&index=5]:0.042865,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:15   |   00:03:28   |
13600       |       -292.032   |        -285.86   |       -6.17174   |   ((B[&index=1]:0.539528,(D[&index=4]:0.363366,C[&index=3]:0.363366)[&index=6]:0.176162)[&index=5]:0.460472,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:16   |   00:03:39   |
13800       |       -294.075   |       -288.554   |       -5.52131   |   ((B[&index=1]:0.681082,(D[&index=4]:0.644842,C[&index=3]:0.644842)[&index=6]:0.036240)[&index=5]:0.318918,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:16   |   00:03:35   |
14000       |       -292.243   |       -285.964   |       -6.27924   |   (((C[&index=3]:0.457407,D[&index=4]:0.457407)[&index=6]:0.105056,B[&index=1]:0.562463)[&index=5]:0.437537,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:16   |   00:03:32   |
14200       |       -294.838   |       -290.827   |         -4.011   |   ((B[&index=1]:0.779868,A[&index=2]:0.779868)[&index=6]:0.220132,(C[&index=3]:0.718566,D[&index=4]:0.718566)[&index=5]:0.281434)[&index=7]:0.000000;   |   00:00:16   |   00:03:29   |
14400       |       -294.665   |       -289.168   |       -5.49775   |   (((D[&index=4]:0.237341,C[&index=3]:0.237341)[&index=5]:0.456711,B[&index=1]:0.694052)[&index=6]:0.305948,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:17   |   00:03:39   |
14600       |       -294.529   |       -286.626   |       -7.90268   |   (((D[&index=4]:0.201306,C[&index=3]:0.201306)[&index=5]:0.304422,B[&index=1]:0.505727)[&index=6]:0.494273,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:17   |   00:03:35   |
14800       |       -292.374   |       -287.296   |       -5.07811   |   ((B[&index=1]:0.699165,(C[&index=3]:0.394076,D[&index=4]:0.394076)[&index=5]:0.305090)[&index=6]:0.300835,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:17   |   00:03:32   |
15000       |       -291.398   |       -285.819   |       -5.57927   |   (((C[&index=3]:0.345925,D[&index=4]:0.345925)[&index=5]:0.473898,B[&index=1]:0.819823)[&index=6]:0.180177,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:17   |   00:03:29   |
15200       |       -297.635   |       -285.572   |       -12.0625   |   ((B[&index=1]:0.684581,(D[&index=4]:0.258347,C[&index=3]:0.258347)[&index=5]:0.426234)[&index=6]:0.315419,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:18   |   00:03:38   |
15400       |       -292.442   |       -287.524   |       -4.91859   |   ((A[&index=2]:0.997996,B[&index=1]:0.997996)[&index=6]:0.002004,(D[&index=4]:0.519033,C[&index=3]:0.519033)[&index=5]:0.480967)[&index=7]:0.000000;   |   00:00:18   |   00:03:35   |
15600       |       -291.364   |       -285.395   |       -5.96945   |   (((C[&index=3]:0.408516,D[&index=4]:0.408516)[&index=5]:0.251698,B[&index=1]:0.660214)[&index=6]:0.339786,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:18   |   00:03:32   |
15800       |       -293.651   |       -286.719   |         -6.932   |   (((D[&index=4]:0.469509,C[&index=3]:0.469509)[&index=5]:0.255569,B[&index=1]:0.725078)[&index=6]:0.274922,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:18   |   00:03:29   |


Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
-----------------------------------------------------------------------------------------------------------------------
16000       |       -294.083   |       -285.033   |       -9.05004   |   (((C[&index=3]:0.352422,D[&index=4]:0.352422)[&index=5]:0.203365,B[&index=1]:0.555787)[&index=6]:0.444213,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:19   |   00:03:38   |
16200       |       -291.487   |       -286.853   |       -4.63323   |   (((D[&index=4]:0.400511,C[&index=3]:0.400511)[&index=5]:0.587144,B[&index=1]:0.987655)[&index=6]:0.012345,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:19   |   00:03:35   |
16400       |       -292.756   |       -288.659   |       -4.09612   |   (((C[&index=3]:0.342940,D[&index=4]:0.342940)[&index=5]:0.520150,B[&index=1]:0.863090)[&index=6]:0.136910,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:19   |   00:03:32   |
16600       |       -294.986   |        -290.12   |       -4.86593   |   (((D[&index=4]:0.428410,C[&index=3]:0.428410)[&index=5]:0.475717,B[&index=1]:0.904127)[&index=6]:0.095873,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:19   |   00:03:29   |
16800       |       -291.277   |       -285.882   |       -5.39433   |   (((C[&index=3]:0.463108,D[&index=4]:0.463108)[&index=5]:0.191846,B[&index=1]:0.654953)[&index=6]:0.345047,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:20   |   00:03:38   |
17000       |       -292.353   |        -286.57   |       -5.78265   |   ((B[&index=1]:0.935192,A[&index=2]:0.935192)[&index=6]:0.064808,(D[&index=4]:0.330006,C[&index=3]:0.330006)[&index=5]:0.669994)[&index=7]:0.000000;   |   00:00:20   |   00:03:35   |
17200       |       -298.536   |       -296.059   |       -2.47647   |   ((C[&index=3]:0.786157,D[&index=4]:0.786157)[&index=5]:0.213843,(A[&index=2]:0.648661,B[&index=1]:0.648661)[&index=6]:0.351339)[&index=7]:0.000000;   |   00:00:20   |   00:03:32   |
17400       |       -294.023   |       -287.741   |       -6.28164   |   (((C[&index=3]:0.517586,D[&index=4]:0.517586)[&index=5]:0.194163,B[&index=1]:0.711748)[&index=6]:0.288252,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:20   |   00:03:29   |
17600       |       -294.827   |        -289.07   |       -5.75658   |   ((A[&index=2]:0.724153,B[&index=1]:0.724153)[&index=6]:0.275847,(D[&index=4]:0.352250,C[&index=3]:0.352250)[&index=5]:0.647750)[&index=7]:0.000000;   |   00:00:21   |   00:03:37   |
17800       |       -294.744   |       -292.023   |       -2.72126   |   (((B[&index=1]:0.760630,D[&index=4]:0.760630)[&index=5]:0.023526,C[&index=3]:0.784156)[&index=6]:0.215844,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:21   |   00:03:34   |
18000       |       -291.499   |       -285.872   |       -5.62673   |   ((B[&index=1]:0.669768,(D[&index=4]:0.381751,C[&index=3]:0.381751)[&index=5]:0.288016)[&index=6]:0.330232,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:21   |   00:03:32   |
18200       |       -294.721   |       -287.817   |       -6.90405   |   ((A[&index=2]:0.689832,B[&index=1]:0.689832)[&index=6]:0.310168,(C[&index=3]:0.446960,D[&index=4]:0.446960)[&index=5]:0.553040)[&index=7]:0.000000;   |   00:00:21   |   00:03:29   |
