
RevBayes version (1.1.1)
Build from master (rapture-588-gae00cc) on Thu Feb 11 15:28:28 CST 2021

Visit the website www.RevBayes.com for more information about RevBayes.

RevBayes is free software released under the GPL license, version 3. Type 'license()' for details.

To quit RevBayes type 'quit()' or 'q()'.


> source("Morpho_TA_M3_exp.Rev")
   Processing file "Morpho_TA_M3_exp.Rev"
   Successfully read one character matrix from file '../data/TA-50char.nex'
   Processing file "tree_BD.Rev"
   Processing of file "tree_BD.Rev" completed
   Processing file "clock_global.Rev"
   Processing of file "clock_global.Rev" completed
   Processing file "Q_ED_M3_exp.Rev"
   Processing of file "Q_ED_M3_exp.Rev" completed

   Running burn-in phase of Monte Carlo sampler for 5000 iterations.
   This simulation runs 1 independent replicate.
   The simulator uses 6 different moves in a random move schedule with 15.8 moves per iteration

Progress:
0---------------25---------------50---------------75--------------100
********************************************************************


   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 6 different moves in a random move schedule with 15.8 moves per iteration

Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
1800        |       -300.189   |       -294.212   |       -5.97761   |   ((B[&index=1]:0.536547,(D[&index=2]:0.386484,C[&index=4]:0.386484)[&index=6]:0.150062)[&index=5]:0.463453,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:06   |   00:11:00   |
2000        |       -297.563   |       -292.276   |       -5.28699   |   (((D[&index=2]:0.363249,C[&index=4]:0.363249)[&index=6]:0.142306,B[&index=1]:0.505556)[&index=5]:0.494444,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:06   |   00:09:54   |
2200        |       -298.774   |       -293.003   |       -5.77055   |   (((D[&index=2]:0.296331,C[&index=4]:0.296331)[&index=6]:0.096959,B[&index=1]:0.393290)[&index=5]:0.606710,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:07   |   00:10:29   |
2400        |       -297.798   |       -291.609   |        -6.1887   |   (((C[&index=4]:0.355188,D[&index=2]:0.355188)[&index=6]:0.174676,B[&index=1]:0.529865)[&index=5]:0.470135,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:07   |   00:09:36   |
2600        |       -297.814   |       -292.684   |       -5.13057   |   (((D[&index=2]:0.385707,C[&index=4]:0.385707)[&index=6]:0.097606,B[&index=1]:0.483313)[&index=5]:0.516687,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:08   |   00:10:07   |
2800        |        -298.45   |       -291.535   |       -6.91535   |   (((D[&index=2]:0.276661,C[&index=4]:0.276661)[&index=6]:0.216974,B[&index=1]:0.493635)[&index=5]:0.506365,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:09   |   00:10:33   |
3000        |       -302.524   |       -294.963   |       -7.56081   |   ((A[&index=3]:0.723816,B[&index=1]:0.723816)[&index=5]:0.276184,(D[&index=2]:0.354025,C[&index=4]:0.354025)[&index=6]:0.645975)[&index=7]:0.000000;   |   00:00:09   |   00:09:51   |
3200        |       -298.029   |       -291.807   |       -6.22134   |   (((C[&index=4]:0.353314,D[&index=2]:0.353314)[&index=6]:0.163770,B[&index=1]:0.517084)[&index=5]:0.482916,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:10   |   00:10:15   |
3400        |       -301.757   |       -292.461   |       -9.29587   |   ((B[&index=1]:0.674297,(C[&index=4]:0.282995,D[&index=2]:0.282995)[&index=6]:0.391301)[&index=5]:0.325703,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:10   |   00:09:38   |
3600        |       -299.071   |       -291.492   |        -7.5793   |   ((B[&index=1]:0.462828,(D[&index=2]:0.367738,C[&index=4]:0.367738)[&index=6]:0.095090)[&index=5]:0.537172,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:11   |   00:10:00   |
3800        |       -300.241   |       -294.941   |       -5.29936   |   (((C[&index=4]:0.486989,D[&index=2]:0.486989)[&index=6]:0.145108,B[&index=1]:0.632097)[&index=5]:0.367903,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:12   |   00:10:19   |


Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
-----------------------------------------------------------------------------------------------------------------------
4000        |       -300.326   |       -289.926   |       -10.4002   |   (((D[&index=2]:0.238611,C[&index=4]:0.238611)[&index=6]:0.113813,B[&index=1]:0.352424)[&index=5]:0.647576,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:12   |   00:09:48   |
4200        |       -304.492   |        -294.93   |       -9.56207   |   ((A[&index=3]:0.782769,(C[&index=4]:0.247077,D[&index=2]:0.247077)[&index=6]:0.535692)[&index=5]:0.217231,B[&index=1]:1.000000)[&index=7]:0.000000;   |   00:00:13   |   00:10:06   |
4400        |       -299.355   |       -292.679   |       -6.67604   |   (((D[&index=2]:0.380533,C[&index=4]:0.380533)[&index=6]:0.076008,B[&index=1]:0.456541)[&index=5]:0.543459,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:13   |   00:09:37   |
4600        |        -298.23   |       -291.135   |       -7.09447   |   ((B[&index=1]:0.389065,(C[&index=4]:0.325650,D[&index=2]:0.325650)[&index=6]:0.063415)[&index=5]:0.610935,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:14   |   00:09:54   |
4800        |       -297.697   |       -290.809   |       -6.88747   |   (((D[&index=2]:0.287282,C[&index=4]:0.287282)[&index=6]:0.100857,B[&index=1]:0.388139)[&index=5]:0.611861,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:15   |   00:10:10   |
5000        |        -302.39   |       -298.396   |       -3.99382   |   (((B[&index=1]:0.408110,D[&index=2]:0.408110)[&index=6]:0.070554,C[&index=4]:0.478664)[&index=5]:0.521336,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:15   |   00:09:45   |
5200        |       -300.299   |       -290.358   |       -9.94049   |   (((D[&index=2]:0.275268,C[&index=4]:0.275268)[&index=6]:0.106161,B[&index=1]:0.381430)[&index=5]:0.618570,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:16   |   00:09:59   |
5400        |       -304.014   |       -292.975   |       -11.0393   |   (((C[&index=4]:0.244550,D[&index=2]:0.244550)[&index=6]:0.231775,B[&index=1]:0.476325)[&index=5]:0.523675,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:17   |   00:10:12   |
5600        |       -299.339   |        -292.24   |       -7.09917   |   ((B[&index=1]:0.481816,(D[&index=2]:0.400083,C[&index=4]:0.400083)[&index=6]:0.081733)[&index=5]:0.518184,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:17   |   00:09:50   |
5800        |       -300.223   |       -294.553   |       -5.67035   |   (((D[&index=2]:0.397733,B[&index=1]:0.397733)[&index=6]:0.011306,C[&index=4]:0.409039)[&index=5]:0.590961,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:18   |   00:10:02   |
6000        |       -297.564   |        -290.75   |       -6.81375   |   (((C[&index=4]:0.315490,D[&index=2]:0.315490)[&index=6]:0.130796,B[&index=1]:0.446286)[&index=5]:0.553714,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:18   |   00:09:42   |
6200        |       -299.819   |       -294.771   |       -5.04766   |   ((B[&index=1]:0.626682,(D[&index=2]:0.402839,C[&index=4]:0.402839)[&index=6]:0.223843)[&index=5]:0.373318,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:19   |   00:09:53   |
6400        |       -305.879   |        -296.32   |       -9.55911   |   ((B[&index=1]:0.795898,(D[&index=2]:0.456396,C[&index=4]:0.456396)[&index=6]:0.339502)[&index=5]:0.204102,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:20   |   00:10:05   |
6600        |       -297.765   |       -291.046   |       -6.71848   |   ((B[&index=1]:0.409064,(C[&index=4]:0.285719,D[&index=2]:0.285719)[&index=6]:0.123344)[&index=5]:0.590936,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:20   |   00:09:46   |
6800        |       -298.318   |       -291.055   |       -7.26228   |   (((C[&index=4]:0.305532,D[&index=2]:0.305532)[&index=6]:0.062077,B[&index=1]:0.367608)[&index=5]:0.632392,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:21   |   00:09:56   |
7000        |       -298.988   |        -292.79   |       -6.19836   |   (((D[&index=2]:0.294945,C[&index=4]:0.294945)[&index=6]:0.163476,B[&index=1]:0.458421)[&index=5]:0.541579,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:22   |   00:10:06   |
7200        |       -300.306   |       -294.189   |       -6.11711   |   (((D[&index=2]:0.216288,C[&index=4]:0.216288)[&index=6]:0.295247,B[&index=1]:0.511534)[&index=5]:0.488466,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:22   |   00:09:49   |
7400        |       -301.397   |        -291.76   |       -9.63736   |   (((D[&index=2]:0.311379,C[&index=4]:0.311379)[&index=6]:0.173490,B[&index=1]:0.484869)[&index=5]:0.515131,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:23   |   00:09:58   |
7600        |       -301.255   |       -291.157   |       -10.0975   |   ((B[&index=1]:0.454554,(C[&index=4]:0.343786,D[&index=2]:0.343786)[&index=6]:0.110769)[&index=5]:0.545446,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:24   |   00:10:07   |
7800        |       -300.483   |       -290.439   |       -10.0445   |   (((D[&index=2]:0.197199,C[&index=4]:0.197199)[&index=6]:0.217522,B[&index=1]:0.414721)[&index=5]:0.585279,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:24   |   00:09:51   |


Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
-----------------------------------------------------------------------------------------------------------------------
8000        |       -299.786   |       -293.429   |       -6.35703   |   ((B[&index=1]:0.332719,(C[&index=4]:0.303019,D[&index=2]:0.303019)[&index=6]:0.029701)[&index=5]:0.667281,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:25   |   00:10:00   |
8200        |       -299.449   |       -290.111   |       -9.33733   |   (((C[&index=4]:0.223282,D[&index=2]:0.223282)[&index=6]:0.076233,B[&index=1]:0.299515)[&index=5]:0.700485,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:25   |   00:09:44   |
8400        |       -301.047   |       -292.881   |       -8.16616   |   (((D[&index=2]:0.321222,B[&index=1]:0.321222)[&index=6]:0.047363,C[&index=4]:0.368586)[&index=5]:0.631414,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:26   |   00:09:53   |
8600        |       -299.943   |       -290.419   |        -9.5244   |   (((C[&index=4]:0.288985,D[&index=2]:0.288985)[&index=6]:0.166701,B[&index=1]:0.455686)[&index=5]:0.544314,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:27   |   00:10:00   |
8800        |        -298.46   |       -290.109   |        -8.3509   |   ((B[&index=1]:0.406332,(D[&index=2]:0.245275,C[&index=4]:0.245275)[&index=6]:0.161057)[&index=5]:0.593668,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:27   |   00:09:46   |
9000        |        -297.98   |       -290.768   |       -7.21203   |   (((C[&index=4]:0.293153,D[&index=2]:0.293153)[&index=6]:0.193968,B[&index=1]:0.487121)[&index=5]:0.512879,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:28   |   00:09:54   |
9200        |       -299.674   |        -294.97   |       -4.70388   |   ((B[&index=1]:0.644583,(C[&index=4]:0.329673,D[&index=2]:0.329673)[&index=6]:0.314911)[&index=5]:0.355417,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:29   |   00:10:01   |
9400        |       -303.477   |       -290.322   |       -13.1552   |   (((D[&index=2]:0.252310,C[&index=4]:0.252310)[&index=6]:0.200239,B[&index=1]:0.452549)[&index=5]:0.547451,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:29   |   00:09:48   |
9600        |       -298.455   |       -292.431   |        -6.0238   |   (((D[&index=2]:0.331871,C[&index=4]:0.331871)[&index=6]:0.071628,B[&index=1]:0.403499)[&index=5]:0.596501,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:30   |   00:09:55   |
9800        |       -298.335   |       -292.781   |       -5.55419   |   (((D[&index=2]:0.308481,C[&index=4]:0.308481)[&index=6]:0.160918,B[&index=1]:0.469399)[&index=5]:0.530601,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:31   |   00:10:01   |
10000       |       -300.044   |       -293.218   |       -6.82635   |   (((C[&index=4]:0.353373,D[&index=2]:0.353373)[&index=6]:0.318683,B[&index=1]:0.672057)[&index=5]:0.327943,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:31   |   00:09:49   |
10200       |       -298.732   |       -291.332   |        -7.3994   |   (((C[&index=4]:0.313196,D[&index=2]:0.313196)[&index=6]:0.234516,B[&index=1]:0.547712)[&index=5]:0.452288,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:32   |   00:09:55   |
10400       |       -300.844   |       -290.092   |       -10.7518   |   (((D[&index=2]:0.191253,C[&index=4]:0.191253)[&index=6]:0.176567,B[&index=1]:0.367821)[&index=5]:0.632179,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:32   |   00:09:43   |
10600       |       -298.452   |       -292.523   |       -5.92878   |   ((B[&index=1]:0.545489,(D[&index=2]:0.355144,C[&index=4]:0.355144)[&index=6]:0.190345)[&index=5]:0.454511,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:33   |   00:09:49   |
10800       |       -301.894   |       -293.777   |       -8.11697   |   (((C[&index=4]:0.242785,D[&index=2]:0.242785)[&index=6]:0.363787,B[&index=1]:0.606572)[&index=5]:0.393428,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:34   |   00:09:55   |
11000       |       -299.958   |       -291.767   |       -8.19063   |   ((D[&index=2]:0.327465,(C[&index=4]:0.327153,B[&index=1]:0.327153)[&index=6]:0.000312)[&index=5]:0.672535,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:34   |   00:09:44   |
11200       |       -298.573   |       -290.678   |       -7.89507   |   (((C[&index=4]:0.292423,D[&index=2]:0.292423)[&index=6]:0.199164,B[&index=1]:0.491587)[&index=5]:0.508413,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:35   |   00:09:50   |
11400       |       -301.562   |       -293.869   |       -7.69351   |   (((C[&index=4]:0.323448,D[&index=2]:0.323448)[&index=6]:0.545673,B[&index=1]:0.869121)[&index=5]:0.130879,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:36   |   00:09:55   |
11600       |       -301.811   |       -290.975   |       -10.8363   |   (((C[&index=4]:0.248272,D[&index=2]:0.248272)[&index=6]:0.280571,B[&index=1]:0.528842)[&index=5]:0.471158,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:36   |   00:09:44   |
11800       |       -301.334   |       -294.449   |       -6.88517   |   (((D[&index=2]:0.262907,C[&index=4]:0.262907)[&index=6]:0.698841,B[&index=1]:0.961748)[&index=5]:0.038252,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:37   |   00:09:50   |


Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
-----------------------------------------------------------------------------------------------------------------------
12000       |       -300.365   |        -291.99   |       -8.37501   |   ((B[&index=1]:0.460304,(C[&index=4]:0.336539,D[&index=2]:0.336539)[&index=6]:0.123765)[&index=5]:0.539696,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:37   |   00:09:39   |
12200       |       -298.847   |       -292.502   |       -6.34442   |   (((C[&index=4]:0.299626,D[&index=2]:0.299626)[&index=6]:0.311131,B[&index=1]:0.610758)[&index=5]:0.389242,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:38   |   00:09:44   |
12400       |       -298.138   |       -291.193   |        -6.9447   |   (((D[&index=2]:0.339194,C[&index=4]:0.339194)[&index=6]:0.164761,B[&index=1]:0.503955)[&index=5]:0.496045,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:39   |   00:09:50   |
12600       |       -298.204   |       -290.749   |       -7.45578   |   ((B[&index=1]:0.390080,(D[&index=2]:0.301588,C[&index=4]:0.301588)[&index=6]:0.088492)[&index=5]:0.609920,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:39   |   00:09:40   |
12800       |       -302.457   |       -296.353   |        -6.1039   |   (((D[&index=2]:0.296920,B[&index=1]:0.296920)[&index=6]:0.140938,C[&index=4]:0.437858)[&index=5]:0.562142,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:40   |   00:09:45   |
13000       |       -300.535   |        -292.75   |       -7.78523   |   (((D[&index=2]:0.325747,C[&index=4]:0.325747)[&index=6]:0.362656,B[&index=1]:0.688403)[&index=5]:0.311597,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:41   |   00:09:49   |
13200       |       -302.034   |       -293.541   |       -8.49272   |   (((C[&index=4]:0.369970,D[&index=2]:0.369970)[&index=6]:0.255018,B[&index=1]:0.624988)[&index=5]:0.375012,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:41   |   00:09:40   |
13400       |       -298.865   |       -292.721   |       -6.14404   |   ((B[&index=1]:0.536266,(D[&index=2]:0.398026,C[&index=4]:0.398026)[&index=6]:0.138240)[&index=5]:0.463734,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:42   |   00:09:44   |
13600       |         -299.9   |       -291.112   |       -8.78847   |   (((C[&index=4]:0.337984,D[&index=2]:0.337984)[&index=6]:0.155775,B[&index=1]:0.493760)[&index=5]:0.506240,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:42   |   00:09:35   |
13800       |       -298.296   |       -290.801   |       -7.49544   |   ((B[&index=1]:0.413948,(C[&index=4]:0.325215,D[&index=2]:0.325215)[&index=6]:0.088733)[&index=5]:0.586052,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:43   |   00:09:40   |
14000       |       -299.172   |       -291.252   |       -7.91943   |   (((D[&index=2]:0.246818,C[&index=4]:0.246818)[&index=6]:0.247845,B[&index=1]:0.494663)[&index=5]:0.505337,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:44   |   00:09:44   |
14200       |       -300.662   |       -291.967   |       -8.69534   |   ((B[&index=1]:0.615523,(C[&index=4]:0.253380,D[&index=2]:0.253380)[&index=6]:0.362143)[&index=5]:0.384477,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:44   |   00:09:35   |
14400       |       -302.823   |       -296.158   |       -6.66476   |   (((C[&index=4]:0.413051,D[&index=2]:0.413051)[&index=6]:0.203341,B[&index=1]:0.616392)[&index=5]:0.383608,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:45   |   00:09:40   |
14600       |       -299.514   |       -290.225   |       -9.28906   |   (((D[&index=2]:0.276735,C[&index=4]:0.276735)[&index=6]:0.129204,B[&index=1]:0.405939)[&index=5]:0.594061,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:46   |   00:09:44   |
14800       |       -299.249   |        -292.09   |       -7.15939   |   ((B[&index=1]:0.593759,(C[&index=4]:0.356250,D[&index=2]:0.356250)[&index=6]:0.237509)[&index=5]:0.406241,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:46   |   00:09:35   |
15000       |       -299.131   |       -293.815   |       -5.31525   |   (((C[&index=4]:0.415164,D[&index=2]:0.415164)[&index=6]:0.108912,B[&index=1]:0.524076)[&index=5]:0.475924,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:47   |   00:09:39   |
15200       |       -299.735   |       -292.532   |       -7.20282   |   (((C[&index=4]:0.329740,D[&index=2]:0.329740)[&index=6]:0.228722,B[&index=1]:0.558462)[&index=5]:0.441538,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:48   |   00:09:43   |
15400       |       -300.672   |       -291.882   |       -8.78977   |   (((D[&index=2]:0.383723,C[&index=4]:0.383723)[&index=6]:0.084766,B[&index=1]:0.468489)[&index=5]:0.531511,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:48   |   00:09:35   |
15600       |       -300.728   |       -292.367   |       -8.36079   |   (((D[&index=2]:0.264707,C[&index=4]:0.264707)[&index=6]:0.434404,B[&index=1]:0.699111)[&index=5]:0.300889,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:49   |   00:09:39   |
15800       |       -302.323   |       -295.846   |       -6.47667   |   (((C[&index=4]:0.549509,D[&index=2]:0.549509)[&index=6]:0.017442,B[&index=1]:0.566951)[&index=5]:0.433049,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:50   |   00:09:42   |


Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
-----------------------------------------------------------------------------------------------------------------------
16000       |        -298.18   |       -291.704   |       -6.47653   |   (((C[&index=4]:0.289435,D[&index=2]:0.289435)[&index=6]:0.245448,B[&index=1]:0.534882)[&index=5]:0.465118,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:50   |   00:09:35   |
16200       |        -298.15   |       -291.023   |       -7.12722   |   (((C[&index=4]:0.321732,D[&index=2]:0.321732)[&index=6]:0.154015,B[&index=1]:0.475747)[&index=5]:0.524253,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:51   |   00:09:38   |
16400       |       -304.388   |        -292.91   |       -11.4786   |   (((D[&index=2]:0.336379,B[&index=1]:0.336379)[&index=6]:0.014212,C[&index=4]:0.350591)[&index=5]:0.649409,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:51   |   00:09:30   |
16600       |       -301.539   |       -293.553   |       -7.98578   |   (((C[&index=4]:0.215811,D[&index=2]:0.215811)[&index=6]:0.349261,B[&index=1]:0.565073)[&index=5]:0.434927,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:52   |   00:09:34   |
16800       |       -300.516   |       -295.111   |       -5.40479   |   ((B[&index=1]:0.575842,(D[&index=2]:0.374088,C[&index=4]:0.374088)[&index=6]:0.201754)[&index=5]:0.424158,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:53   |   00:09:37   |
17000       |       -298.328   |       -290.696   |       -7.63204   |   (((D[&index=2]:0.290871,C[&index=4]:0.290871)[&index=6]:0.055262,B[&index=1]:0.346133)[&index=5]:0.653867,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:53   |   00:09:30   |
17200       |       -301.129   |       -295.665   |       -5.46368   |   (((C[&index=4]:0.543186,D[&index=2]:0.543186)[&index=6]:0.031718,B[&index=1]:0.574904)[&index=5]:0.425096,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:54   |   00:09:33   |
17400       |       -298.744   |       -290.371   |       -8.37377   |   (((C[&index=4]:0.272673,D[&index=2]:0.272673)[&index=6]:0.157226,B[&index=1]:0.429899)[&index=5]:0.570101,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:55   |   00:09:37   |
17600       |       -300.578   |       -296.499   |       -4.07896   |   (((D[&index=2]:0.307052,C[&index=4]:0.307052)[&index=6]:0.163620,B[&index=1]:0.470672)[&index=5]:0.529328,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:55   |   00:09:30   |
17800       |       -299.559   |       -291.096   |       -8.46331   |   (((C[&index=4]:0.262654,D[&index=2]:0.262654)[&index=6]:0.093088,B[&index=1]:0.355742)[&index=5]:0.644258,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:56   |   00:09:33   |
18000       |       -299.316   |       -291.751   |       -7.56482   |   (((D[&index=2]:0.356671,C[&index=4]:0.356671)[&index=6]:0.135574,B[&index=1]:0.492245)[&index=5]:0.507755,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:57   |   00:09:36   |
18200       |       -298.413   |       -290.557   |       -7.85624   |   ((B[&index=1]:0.426666,(D[&index=2]:0.315068,C[&index=4]:0.315068)[&index=6]:0.111598)[&index=5]:0.573334,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:57   |   00:09:29   |
