
RevBayes version (1.1.1)
Build from master (rapture-588-gae00cc) on Thu Feb 11 15:28:28 CST 2021

Visit the website www.RevBayes.com for more information about RevBayes.

RevBayes is free software released under the GPL license, version 3. Type 'license()' for details.

To quit RevBayes type 'quit()' or 'q()'.


> source("Morpho_TA_M3_exp.Rev")
   Processing file "Morpho_TA_M3_exp.Rev"
   Successfully read one character matrix from file '../data/TA-50char.nex'
   Processing file "tree_BD.Rev"
   Processing of file "tree_BD.Rev" completed
   Processing file "clock_global.Rev"
   Processing of file "clock_global.Rev" completed
   Processing file "Q_ED_M3_exp.Rev"
   Processing of file "Q_ED_M3_exp.Rev" completed

   Running burn-in phase of Monte Carlo sampler for 5000 iterations.
   This simulation runs 1 independent replicate.
   The simulator uses 6 different moves in a random move schedule with 15.8 moves per iteration

Progress:
0---------------25---------------50---------------75--------------100
********************************************************************


   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 6 different moves in a random move schedule with 15.8 moves per iteration

Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
-----------------------------------------------------------------------------------------------------------------------
4000        |        -295.51   |       -288.194   |       -7.31648   |   (((C[&index=4]:0.414034,D[&index=1]:0.414034)[&index=5]:0.088622,B[&index=3]:0.502656)[&index=6]:0.497344,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:11   |   00:08:59   |
4200        |       -295.681   |       -288.885   |       -6.79626   |   ((A[&index=2]:0.991151,(C[&index=4]:0.333377,D[&index=1]:0.333377)[&index=5]:0.657774)[&index=6]:0.008849,B[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:11   |   00:08:32   |
4400        |       -293.754   |       -289.859   |       -3.89448   |   (((C[&index=4]:0.595228,D[&index=1]:0.595228)[&index=5]:0.223280,B[&index=3]:0.818507)[&index=6]:0.181493,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:12   |   00:08:53   |
4600        |       -294.447   |       -288.457   |       -5.98997   |   (((C[&index=4]:0.384523,D[&index=1]:0.384523)[&index=5]:0.512164,B[&index=3]:0.896687)[&index=6]:0.103313,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:12   |   00:08:29   |
4800        |       -294.005   |       -288.112   |       -5.89258   |   (((C[&index=4]:0.416255,D[&index=1]:0.416255)[&index=6]:0.100356,B[&index=3]:0.516611)[&index=5]:0.483389,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:13   |   00:08:48   |
5000        |       -294.795   |       -289.695   |       -5.09928   |   (((C[&index=4]:0.309698,D[&index=1]:0.309698)[&index=6]:0.357246,B[&index=3]:0.666944)[&index=5]:0.333056,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:14   |   00:09:06   |
5200        |       -294.569   |       -290.412   |       -4.15705   |   (((C[&index=4]:0.524297,D[&index=1]:0.524297)[&index=6]:0.308852,B[&index=3]:0.833149)[&index=5]:0.166851,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:14   |   00:08:44   |
5400        |       -294.184   |       -289.701   |       -4.48311   |   ((B[&index=3]:0.955932,A[&index=2]:0.955932)[&index=6]:0.044068,(C[&index=4]:0.537429,D[&index=1]:0.537429)[&index=5]:0.462571)[&index=7]:0.000000;   |   00:00:15   |   00:09:00   |
5600        |       -297.331   |        -289.68   |       -7.65089   |   ((B[&index=3]:0.635795,A[&index=2]:0.635795)[&index=5]:0.364205,(C[&index=4]:0.377611,D[&index=1]:0.377611)[&index=6]:0.622389)[&index=7]:0.000000;   |   00:00:15   |   00:08:40   |
5800        |       -295.201   |       -288.712   |       -6.48908   |   ((C[&index=4]:0.351727,D[&index=1]:0.351727)[&index=5]:0.648273,(A[&index=2]:0.988728,B[&index=3]:0.988728)[&index=6]:0.011272)[&index=7]:0.000000;   |   00:00:16   |   00:08:55   |
6000        |       -297.918   |       -291.097   |       -6.82021   |   (((D[&index=1]:0.514863,C[&index=4]:0.514863)[&index=5]:0.484630,B[&index=3]:0.999493)[&index=6]:0.000507,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:16   |   00:08:37   |
6200        |       -293.679   |       -289.039   |       -4.64034   |   (((D[&index=1]:0.526520,C[&index=4]:0.526520)[&index=5]:0.115338,B[&index=3]:0.641858)[&index=6]:0.358142,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:17   |   00:08:51   |
6400        |       -294.406   |        -289.95   |       -4.45581   |   (((D[&index=1]:0.549981,C[&index=4]:0.549981)[&index=5]:0.398581,B[&index=3]:0.948562)[&index=6]:0.051438,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:17   |   00:08:34   |
6600        |        -295.23   |        -292.24   |       -2.98987   |   ((B[&index=3]:0.875457,A[&index=2]:0.875457)[&index=6]:0.124543,(C[&index=4]:0.640356,D[&index=1]:0.640356)[&index=5]:0.359644)[&index=7]:0.000000;   |   00:00:18   |   00:08:47   |
6800        |        -294.63   |       -288.335   |       -6.29496   |   (((C[&index=4]:0.408569,D[&index=1]:0.408569)[&index=5]:0.161563,B[&index=3]:0.570133)[&index=6]:0.429867,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:19   |   00:08:59   |
7000        |       -294.951   |       -289.365   |       -5.58646   |   (((D[&index=1]:0.553085,C[&index=4]:0.553085)[&index=5]:0.225332,B[&index=3]:0.778417)[&index=6]:0.221583,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:19   |   00:08:43   |
7200        |       -293.268   |       -288.878   |       -4.39036   |   (((D[&index=1]:0.508729,C[&index=4]:0.508729)[&index=5]:0.170689,B[&index=3]:0.679418)[&index=6]:0.320582,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:20   |   00:08:55   |
7400        |       -294.797   |       -288.648   |       -6.14928   |   (((D[&index=1]:0.457357,C[&index=4]:0.457357)[&index=5]:0.352512,B[&index=3]:0.809870)[&index=6]:0.190130,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:20   |   00:08:40   |
7600        |        -298.18   |        -293.44   |        -4.7405   |   ((C[&index=4]:0.811020,(B[&index=3]:0.715322,D[&index=1]:0.715322)[&index=5]:0.095698)[&index=6]:0.188980,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:21   |   00:08:51   |
7800        |       -297.182   |       -289.151   |        -8.0318   |   ((A[&index=2]:0.908727,B[&index=3]:0.908727)[&index=6]:0.091273,(C[&index=4]:0.382003,D[&index=1]:0.382003)[&index=5]:0.617997)[&index=7]:0.000000;   |   00:00:21   |   00:08:37   |


Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
-----------------------------------------------------------------------------------------------------------------------
8000        |       -297.253   |       -289.346   |       -7.90721   |   ((D[&index=1]:0.265338,C[&index=4]:0.265338)[&index=5]:0.734662,(A[&index=2]:0.977358,B[&index=3]:0.977358)[&index=6]:0.022642)[&index=7]:0.000000;   |   00:00:22   |   00:08:48   |
8200        |       -293.886   |       -289.719   |       -4.16784   |   (((D[&index=1]:0.588152,C[&index=4]:0.588152)[&index=5]:0.100183,B[&index=3]:0.688335)[&index=6]:0.311665,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:22   |   00:08:34   |
8400        |        -301.89   |       -296.907   |       -4.98325   |   ((B[&index=3]:0.590099,C[&index=4]:0.590099)[&index=5]:0.409901,(A[&index=2]:0.976444,D[&index=1]:0.976444)[&index=6]:0.023556)[&index=7]:0.000000;   |   00:00:23   |   00:08:44   |
8600        |       -296.645   |       -292.103   |       -4.54244   |   ((B[&index=3]:0.989607,A[&index=2]:0.989607)[&index=6]:0.010393,(C[&index=4]:0.601868,D[&index=1]:0.601868)[&index=5]:0.398132)[&index=7]:0.000000;   |   00:00:24   |   00:08:54   |
8800        |       -294.907   |        -290.31   |       -4.59685   |   (((B[&index=3]:0.493683,D[&index=1]:0.493683)[&index=5]:0.052041,C[&index=4]:0.545725)[&index=6]:0.454275,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:24   |   00:08:41   |
9000        |       -298.595   |       -294.416   |       -4.17928   |   (((B[&index=3]:0.875321,D[&index=1]:0.875321)[&index=5]:0.039419,C[&index=4]:0.914740)[&index=6]:0.085260,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:25   |   00:08:50   |
9200        |       -294.137   |       -288.575   |       -5.56211   |   (((D[&index=1]:0.428133,C[&index=4]:0.428133)[&index=5]:0.082326,B[&index=3]:0.510458)[&index=6]:0.489542,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:25   |   00:08:38   |
9400        |       -293.384   |       -289.743   |       -3.64141   |   (((C[&index=4]:0.551230,D[&index=1]:0.551230)[&index=5]:0.235685,B[&index=3]:0.786915)[&index=6]:0.213085,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:26   |   00:08:47   |
9600        |       -293.812   |       -288.553   |       -5.25941   |   (((C[&index=4]:0.471136,D[&index=1]:0.471136)[&index=5]:0.344818,B[&index=3]:0.815953)[&index=6]:0.184047,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:26   |   00:08:35   |
9800        |        -297.36   |       -293.603   |       -3.75711   |   ((B[&index=3]:0.887502,A[&index=2]:0.887502)[&index=6]:0.112498,(D[&index=1]:0.814867,C[&index=4]:0.814867)[&index=5]:0.185133)[&index=7]:0.000000;   |   00:00:27   |   00:08:44   |
10000       |        -293.28   |       -288.688   |       -4.59217   |   (((D[&index=1]:0.423487,C[&index=4]:0.423487)[&index=5]:0.343052,B[&index=3]:0.766539)[&index=6]:0.233461,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:27   |   00:08:33   |
10200       |       -293.691   |       -288.023   |        -5.6676   |   (((D[&index=1]:0.410825,C[&index=4]:0.410825)[&index=5]:0.313229,B[&index=3]:0.724054)[&index=6]:0.275946,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:28   |   00:08:41   |
10400       |       -295.743   |       -287.562   |       -8.18058   |   (((C[&index=4]:0.344146,D[&index=1]:0.344146)[&index=5]:0.154775,B[&index=3]:0.498921)[&index=6]:0.501079,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:29   |   00:08:48   |
10600       |       -296.143   |       -291.802   |       -4.34127   |   ((B[&index=3]:0.795649,A[&index=2]:0.795649)[&index=6]:0.204351,(D[&index=1]:0.479135,C[&index=4]:0.479135)[&index=5]:0.520865)[&index=7]:0.000000;   |   00:00:29   |   00:08:38   |
10800       |        -295.06   |        -289.82   |       -5.24039   |   (((D[&index=1]:0.513782,C[&index=4]:0.513782)[&index=6]:0.192599,B[&index=3]:0.706381)[&index=5]:0.293619,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:30   |   00:08:45   |
11000       |       -295.348   |       -289.842   |       -5.50662   |   ((B[&index=3]:0.783260,(D[&index=1]:0.421989,C[&index=4]:0.421989)[&index=6]:0.361272)[&index=5]:0.216740,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:31   |   00:08:52   |
11200       |        -295.15   |       -290.247   |       -4.90237   |   (((C[&index=4]:0.604570,D[&index=1]:0.604570)[&index=6]:0.315381,B[&index=3]:0.919951)[&index=5]:0.080049,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:31   |   00:08:42   |
11400       |       -294.186   |       -288.159   |       -6.02657   |   ((B[&index=3]:0.636130,(D[&index=1]:0.345706,C[&index=4]:0.345706)[&index=6]:0.290424)[&index=5]:0.363870,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:32   |   00:08:49   |
11600       |       -294.797   |       -290.125   |       -4.67184   |   (((C[&index=4]:0.411946,D[&index=1]:0.411946)[&index=6]:0.050426,B[&index=3]:0.462372)[&index=5]:0.537628,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:32   |   00:08:39   |
11800       |       -294.378   |       -291.172   |       -3.20576   |   ((B[&index=3]:0.822956,(D[&index=1]:0.428751,C[&index=4]:0.428751)[&index=6]:0.394205)[&index=5]:0.177044,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:33   |   00:08:46   |


Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
-----------------------------------------------------------------------------------------------------------------------
12000       |       -294.949   |       -289.299   |       -5.64931   |   (((C[&index=4]:0.352751,D[&index=1]:0.352751)[&index=6]:0.574692,B[&index=3]:0.927443)[&index=5]:0.072557,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:34   |   00:08:52   |
12200       |       -293.471   |       -288.493   |       -4.97763   |   ((B[&index=3]:0.684518,(C[&index=4]:0.482804,D[&index=1]:0.482804)[&index=6]:0.201714)[&index=5]:0.315482,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:34   |   00:08:43   |
12400       |       -297.718   |       -294.382   |       -3.33557   |   ((A[&index=2]:0.707604,B[&index=3]:0.707604)[&index=6]:0.292396,(C[&index=4]:0.548938,D[&index=1]:0.548938)[&index=5]:0.451062)[&index=7]:0.000000;   |   00:00:35   |   00:08:49   |
12600       |       -294.331   |       -288.111   |       -6.21962   |   (((C[&index=4]:0.307902,D[&index=1]:0.307902)[&index=6]:0.191288,B[&index=3]:0.499190)[&index=5]:0.500810,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:35   |   00:08:40   |
12800       |       -295.098   |       -290.356   |       -4.74241   |   ((A[&index=2]:0.961068,B[&index=3]:0.961068)[&index=6]:0.038932,(C[&index=4]:0.598967,D[&index=1]:0.598967)[&index=5]:0.401033)[&index=7]:0.000000;   |   00:00:36   |   00:08:46   |
13000       |       -295.558   |       -287.985   |       -7.57295   |   (((D[&index=1]:0.380895,C[&index=4]:0.380895)[&index=5]:0.372880,B[&index=3]:0.753775)[&index=6]:0.246225,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:37   |   00:08:52   |
13200       |       -295.783   |       -290.073   |       -5.71011   |   (A[&index=2]:1.000000,((D[&index=1]:0.322764,C[&index=4]:0.322764)[&index=5]:0.670917,B[&index=3]:0.993680)[&index=6]:0.006320)[&index=7]:0.000000;   |   00:00:37   |   00:08:43   |
13400       |       -296.923   |       -292.861   |       -4.06253   |   ((A[&index=2]:0.893722,B[&index=3]:0.893722)[&index=6]:0.106278,(C[&index=4]:0.618193,D[&index=1]:0.618193)[&index=5]:0.381807)[&index=7]:0.000000;   |   00:00:38   |   00:08:49   |
13600       |       -294.533   |       -287.858   |       -6.67498   |   (((C[&index=4]:0.403684,D[&index=1]:0.403684)[&index=5]:0.121940,B[&index=3]:0.525623)[&index=6]:0.474377,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:38   |   00:08:40   |
13800       |       -293.751   |       -289.013   |        -4.7374   |   (((C[&index=4]:0.523262,D[&index=1]:0.523262)[&index=5]:0.292664,B[&index=3]:0.815926)[&index=6]:0.184074,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:39   |   00:08:46   |
14000       |       -295.508   |       -290.043   |       -5.46554   |   (((C[&index=4]:0.413333,D[&index=1]:0.413333)[&index=5]:0.526696,B[&index=3]:0.940029)[&index=6]:0.059971,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:40   |   00:08:51   |
14200       |       -295.149   |       -288.961   |       -6.18785   |   ((D[&index=1]:0.443238,C[&index=4]:0.443238)[&index=5]:0.556762,(A[&index=2]:0.936134,B[&index=3]:0.936134)[&index=6]:0.063866)[&index=7]:0.000000;   |   00:00:40   |   00:08:43   |
14400       |       -294.308   |       -289.278   |       -5.03022   |   ((B[&index=3]:0.944986,(C[&index=4]:0.441740,D[&index=1]:0.441740)[&index=5]:0.503246)[&index=6]:0.055014,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:41   |   00:08:48   |
14600       |       -297.514   |       -292.303   |        -5.2101   |   ((B[&index=3]:0.598351,A[&index=2]:0.598351)[&index=6]:0.401649,(C[&index=4]:0.573905,D[&index=1]:0.573905)[&index=5]:0.426095)[&index=7]:0.000000;   |   00:00:41   |   00:08:40   |
14800       |        -295.62   |       -292.548   |       -3.07238   |   (((C[&index=4]:0.616950,D[&index=1]:0.616950)[&index=6]:0.342993,B[&index=3]:0.959943)[&index=5]:0.040057,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:42   |   00:08:45   |
15000       |       -294.302   |       -288.285   |       -6.01683   |   (A[&index=2]:1.000000,(B[&index=3]:0.725423,(D[&index=1]:0.454417,C[&index=4]:0.454417)[&index=5]:0.271006)[&index=6]:0.274577)[&index=7]:0.000000;   |   00:00:43   |   00:08:50   |
15200       |       -295.436   |       -289.464   |       -5.97201   |   (((C[&index=4]:0.492985,B[&index=3]:0.492985)[&index=6]:0.010605,D[&index=1]:0.503589)[&index=5]:0.496411,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:43   |   00:08:42   |
15400       |       -296.189   |       -288.151   |       -8.03815   |   ((B[&index=3]:0.514323,(D[&index=1]:0.414777,C[&index=4]:0.414777)[&index=6]:0.099546)[&index=5]:0.485677,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:44   |   00:08:47   |
15600       |       -294.813   |       -288.764   |       -6.04808   |   (((D[&index=1]:0.346360,C[&index=4]:0.346360)[&index=6]:0.372840,B[&index=3]:0.719200)[&index=5]:0.280800,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:45   |   00:08:51   |
15800       |       -295.539   |       -290.895   |       -4.64317   |   ((B[&index=3]:0.989414,(D[&index=1]:0.513006,C[&index=4]:0.513006)[&index=6]:0.476408)[&index=5]:0.010586,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:45   |   00:08:44   |


Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
-----------------------------------------------------------------------------------------------------------------------
16000       |       -293.855   |       -287.971   |       -5.88369   |   (((C[&index=4]:0.398270,D[&index=1]:0.398270)[&index=6]:0.332563,B[&index=3]:0.730834)[&index=5]:0.269166,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:46   |   00:08:49   |
16200       |       -302.029   |         -297.5   |       -4.52961   |   (((D[&index=1]:0.769288,B[&index=3]:0.769288)[&index=5]:0.219103,A[&index=2]:0.988390)[&index=6]:0.011610,C[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:46   |   00:08:41   |
16400       |       -295.935   |       -288.654   |       -7.28078   |   (((D[&index=1]:0.363996,C[&index=4]:0.363996)[&index=5]:0.103807,B[&index=3]:0.467803)[&index=6]:0.532197,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:47   |   00:08:46   |
16600       |       -294.281   |       -288.197   |       -6.08398   |   (((D[&index=1]:0.324074,C[&index=4]:0.324074)[&index=5]:0.377774,B[&index=3]:0.701847)[&index=6]:0.298153,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:49   |   00:09:01   |
16800       |       -295.914   |       -288.888   |       -7.02626   |   (((D[&index=1]:0.525354,C[&index=4]:0.525354)[&index=5]:0.165868,B[&index=3]:0.691222)[&index=6]:0.308778,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:49   |   00:08:54   |
17000       |       -293.275   |       -289.747   |       -3.52783   |   (((D[&index=1]:0.474283,C[&index=4]:0.474283)[&index=6]:0.327510,B[&index=3]:0.801792)[&index=5]:0.198208,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:50   |   00:08:58   |
17200       |       -296.332   |       -290.307   |       -6.02507   |   (((D[&index=1]:0.607196,C[&index=4]:0.607196)[&index=5]:0.091507,B[&index=3]:0.698703)[&index=6]:0.301297,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:51   |   00:09:02   |
17400       |       -294.615   |       -291.415   |       -3.20027   |   (((D[&index=1]:0.563211,C[&index=4]:0.563211)[&index=5]:0.396760,B[&index=3]:0.959972)[&index=6]:0.040028,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:51   |   00:08:55   |
17600       |       -294.924   |       -290.247   |       -4.67652   |   ((B[&index=3]:0.569160,(C[&index=4]:0.371268,D[&index=1]:0.371268)[&index=5]:0.197892)[&index=6]:0.430840,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:52   |   00:08:58   |
17800       |       -295.192   |        -290.45   |       -4.74249   |   (((D[&index=1]:0.645070,C[&index=4]:0.645070)[&index=5]:0.154172,B[&index=3]:0.799243)[&index=6]:0.200757,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:53   |   00:09:02   |
18000       |       -294.257   |       -289.709   |        -4.5475   |   (((C[&index=4]:0.383497,D[&index=1]:0.383497)[&index=5]:0.116470,B[&index=3]:0.499967)[&index=6]:0.500033,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:53   |   00:08:55   |
18200       |       -298.859   |       -293.162   |       -5.69659   |   (((B[&index=3]:0.745864,D[&index=1]:0.745864)[&index=5]:0.057464,C[&index=4]:0.803328)[&index=6]:0.196672,A[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:54   |   00:08:59   |
