
RevBayes version (1.1.1)
Build from master (rapture-588-gae00cc) on Thu Feb 11 15:28:28 CST 2021

Visit the website www.RevBayes.com for more information about RevBayes.

RevBayes is free software released under the GPL license, version 3. Type 'license()' for details.

To quit RevBayes type 'quit()' or 'q()'.


> source("Morpho_TA_M6_exp.Rev")
   Processing file "Morpho_TA_M6_exp.Rev"
   Successfully read one character matrix from file '../data/TA-50char.nex'
   Processing file "tree_BD.Rev"
   Processing of file "tree_BD.Rev" completed
   Processing file "clock_global.Rev"
   Processing of file "clock_global.Rev" completed
   Processing file "Q_ED_M6_exp.Rev"
   Processing of file "Q_ED_M6_exp.Rev" completed

   Running burn-in phase of Monte Carlo sampler for 5000 iterations.
   This simulation runs 1 independent replicate.
   The simulator uses 6 different moves in a random move schedule with 15.8 moves per iteration

Progress:
0---------------25---------------50---------------75--------------100
********************************************************************


   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 6 different moves in a random move schedule with 15.8 moves per iteration

Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
1800        |       -305.015   |       -287.263   |        -17.752   |   ((A[&index=1]:0.542856,B[&index=4]:0.542856)[&index=6]:0.457144,(C[&index=2]:0.506622,D[&index=3]:0.506622)[&index=5]:0.493378)[&index=7]:0.000000;   |   00:00:04   |   00:07:20   |
2000        |       -305.198   |        -290.04   |       -15.1576   |   ((A[&index=1]:0.824992,B[&index=4]:0.824992)[&index=5]:0.175008,(C[&index=2]:0.543124,D[&index=3]:0.543124)[&index=6]:0.456876)[&index=7]:0.000000;   |   00:00:05   |   00:08:15   |
2200        |       -306.463   |       -291.445   |       -15.0183   |   ((B[&index=4]:0.897813,(C[&index=2]:0.554826,D[&index=3]:0.554826)[&index=5]:0.342987)[&index=6]:0.102187,A[&index=1]:1.000000)[&index=7]:0.000000;   |   00:00:05   |   00:07:29   |
2400        |       -304.726   |       -287.889   |       -16.8375   |   ((A[&index=1]:0.602682,B[&index=4]:0.602682)[&index=6]:0.397318,(D[&index=3]:0.489802,C[&index=2]:0.489802)[&index=5]:0.510198)[&index=7]:0.000000;   |   00:00:06   |   00:08:14   |
2600        |       -310.257   |       -290.029   |       -20.2273   |   (((C[&index=2]:0.366456,D[&index=3]:0.366456)[&index=5]:0.526093,B[&index=4]:0.892549)[&index=6]:0.107451,A[&index=1]:1.000000)[&index=7]:0.000000;   |   00:00:06   |   00:07:35   |
2800        |       -307.555   |       -292.273   |       -15.2824   |   ((B[&index=4]:0.701954,A[&index=1]:0.701954)[&index=6]:0.298046,(D[&index=3]:0.693620,C[&index=2]:0.693620)[&index=5]:0.306380)[&index=7]:0.000000;   |   00:00:07   |   00:08:13   |
3000        |       -306.058   |       -289.341   |       -16.7161   |   ((A[&index=1]:0.711472,B[&index=4]:0.711472)[&index=6]:0.288528,(C[&index=2]:0.492665,D[&index=3]:0.492665)[&index=5]:0.507335)[&index=7]:0.000000;   |   00:00:07   |   00:07:39   |
3200        |       -305.872   |       -288.185   |       -17.6862   |   ((C[&index=2]:0.522769,D[&index=3]:0.522769)[&index=6]:0.477231,(A[&index=1]:0.403877,B[&index=4]:0.403877)[&index=5]:0.596123)[&index=7]:0.000000;   |   00:00:07   |   00:07:10   |
3400        |       -306.279   |       -289.643   |       -16.6364   |   ((B[&index=4]:0.978112,A[&index=1]:0.978112)[&index=5]:0.021888,(D[&index=3]:0.664626,C[&index=2]:0.664626)[&index=6]:0.335374)[&index=7]:0.000000;   |   00:00:08   |   00:07:42   |
3600        |       -307.626   |        -286.86   |       -20.7656   |   ((D[&index=3]:0.552198,C[&index=2]:0.552198)[&index=5]:0.447802,(A[&index=1]:0.504068,B[&index=4]:0.504068)[&index=6]:0.495932)[&index=7]:0.000000;   |   00:00:08   |   00:07:16   |
3800        |       -307.984   |       -290.316   |       -17.6682   |   ((D[&index=3]:0.450912,C[&index=2]:0.450912)[&index=6]:0.549088,(A[&index=1]:0.422877,B[&index=4]:0.422877)[&index=5]:0.577123)[&index=7]:0.000000;   |   00:00:09   |   00:07:44   |


Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
-----------------------------------------------------------------------------------------------------------------------
4000        |       -306.525   |        -287.74   |       -18.7846   |   ((B[&index=4]:0.526333,A[&index=1]:0.526333)[&index=6]:0.473667,(D[&index=3]:0.523067,C[&index=2]:0.523067)[&index=5]:0.476933)[&index=7]:0.000000;   |   00:00:09   |   00:07:21   |
4200        |        -306.05   |       -285.961   |       -20.0892   |   ((B[&index=4]:0.453932,A[&index=1]:0.453932)[&index=5]:0.546068,(C[&index=2]:0.497607,D[&index=3]:0.497607)[&index=6]:0.502393)[&index=7]:0.000000;   |   00:00:10   |   00:07:46   |
4400        |       -308.215   |       -294.945   |       -13.2705   |   ((D[&index=3]:0.549076,C[&index=2]:0.549076)[&index=5]:0.450924,(A[&index=1]:0.429935,B[&index=4]:0.429935)[&index=6]:0.570065)[&index=7]:0.000000;   |   00:00:10   |   00:07:24   |
4600        |        -306.77   |       -292.691   |       -14.0786   |   ((B[&index=4]:0.727208,A[&index=1]:0.727208)[&index=6]:0.272792,(D[&index=3]:0.584476,C[&index=2]:0.584476)[&index=5]:0.415524)[&index=7]:0.000000;   |   00:00:11   |   00:07:47   |
4800        |       -305.461   |       -290.698   |       -14.7634   |   ((B[&index=4]:0.841867,A[&index=1]:0.841867)[&index=6]:0.158133,(C[&index=2]:0.515696,D[&index=3]:0.515696)[&index=5]:0.484304)[&index=7]:0.000000;   |   00:00:11   |   00:07:27   |
5000        |       -306.327   |       -292.947   |       -13.3794   |   ((A[&index=1]:0.937551,B[&index=4]:0.937551)[&index=6]:0.062449,(C[&index=2]:0.558442,D[&index=3]:0.558442)[&index=5]:0.441558)[&index=7]:0.000000;   |   00:00:12   |   00:07:48   |
5200        |       -306.305   |       -289.395   |       -16.9101   |   ((B[&index=4]:0.371616,A[&index=1]:0.371616)[&index=5]:0.628384,(D[&index=3]:0.551360,C[&index=2]:0.551360)[&index=6]:0.448640)[&index=7]:0.000000;   |   00:00:12   |   00:07:29   |
5400        |       -309.449   |       -290.986   |       -18.4625   |   ((C[&index=2]:0.793574,D[&index=3]:0.793574)[&index=5]:0.206426,(A[&index=1]:0.630976,B[&index=4]:0.630976)[&index=6]:0.369024)[&index=7]:0.000000;   |   00:00:13   |   00:07:48   |
5600        |       -307.141   |       -290.133   |       -17.0089   |   ((B[&index=4]:0.587749,A[&index=1]:0.587749)[&index=6]:0.412251,(D[&index=3]:0.510937,C[&index=2]:0.510937)[&index=5]:0.489063)[&index=7]:0.000000;   |   00:00:13   |   00:07:31   |
5800        |        -307.53   |       -288.569   |       -18.9613   |   ((C[&index=2]:0.562678,D[&index=3]:0.562678)[&index=5]:0.437322,(A[&index=1]:0.954803,B[&index=4]:0.954803)[&index=6]:0.045197)[&index=7]:0.000000;   |   00:00:14   |   00:07:48   |
6000        |       -306.365   |       -291.266   |       -15.0997   |   ((A[&index=1]:0.954312,B[&index=4]:0.954312)[&index=6]:0.045688,(C[&index=2]:0.396116,D[&index=3]:0.396116)[&index=5]:0.603884)[&index=7]:0.000000;   |   00:00:14   |   00:07:32   |
6200        |       -305.491   |       -286.735   |        -18.756   |   ((B[&index=4]:0.622349,A[&index=1]:0.622349)[&index=6]:0.377651,(C[&index=2]:0.423259,D[&index=3]:0.423259)[&index=5]:0.576741)[&index=7]:0.000000;   |   00:00:15   |   00:07:48   |
6400        |       -308.787   |       -290.962   |       -17.8256   |   ((B[&index=4]:0.934969,A[&index=1]:0.934969)[&index=6]:0.065031,(D[&index=3]:0.711962,C[&index=2]:0.711962)[&index=5]:0.288038)[&index=7]:0.000000;   |   00:00:15   |   00:07:33   |
6600        |       -308.179   |       -292.614   |       -15.5644   |   ((A[&index=1]:0.836165,B[&index=4]:0.836165)[&index=6]:0.163835,(D[&index=3]:0.561400,C[&index=2]:0.561400)[&index=5]:0.438600)[&index=7]:0.000000;   |   00:00:16   |   00:07:48   |
6800        |       -308.297   |       -291.239   |       -17.0574   |   ((C[&index=2]:0.906808,D[&index=3]:0.906808)[&index=5]:0.093192,(A[&index=1]:0.842529,B[&index=4]:0.842529)[&index=6]:0.157471)[&index=7]:0.000000;   |   00:00:16   |   00:07:34   |
7000        |       -305.679   |       -289.857   |       -15.8227   |   ((A[&index=1]:0.670885,B[&index=4]:0.670885)[&index=5]:0.329115,(D[&index=3]:0.666030,C[&index=2]:0.666030)[&index=6]:0.333970)[&index=7]:0.000000;   |   00:00:17   |   00:07:48   |
7200        |       -309.483   |       -288.379   |       -21.1045   |   ((A[&index=1]:0.530410,B[&index=4]:0.530410)[&index=5]:0.469590,(C[&index=2]:0.887641,D[&index=3]:0.887641)[&index=6]:0.112359)[&index=7]:0.000000;   |   00:00:17   |   00:07:35   |
7400        |       -306.768   |       -288.319   |        -18.449   |   (((D[&index=3]:0.424084,C[&index=2]:0.424084)[&index=6]:0.516322,A[&index=1]:0.940406)[&index=5]:0.059594,B[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:18   |   00:07:48   |
7600        |       -306.584   |       -287.475   |       -19.1094   |   ((A[&index=1]:0.656111,B[&index=4]:0.656111)[&index=5]:0.343889,(C[&index=2]:0.550650,D[&index=3]:0.550650)[&index=6]:0.449350)[&index=7]:0.000000;   |   00:00:18   |   00:07:35   |
7800        |       -306.272   |       -289.389   |       -16.8823   |   ((B[&index=4]:0.440355,A[&index=1]:0.440355)[&index=6]:0.559645,(C[&index=2]:0.550487,D[&index=3]:0.550487)[&index=5]:0.449513)[&index=7]:0.000000;   |   00:00:19   |   00:07:48   |


Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
-----------------------------------------------------------------------------------------------------------------------
8000        |       -306.968   |       -288.802   |        -18.166   |   ((B[&index=4]:0.761711,A[&index=1]:0.761711)[&index=5]:0.238289,(D[&index=3]:0.597034,C[&index=2]:0.597034)[&index=6]:0.402966)[&index=7]:0.000000;   |   00:00:19   |   00:07:36   |
8200        |       -306.905   |       -291.476   |       -15.4292   |   (((C[&index=2]:0.540934,D[&index=3]:0.540934)[&index=6]:0.386299,B[&index=4]:0.927233)[&index=5]:0.072767,A[&index=1]:1.000000)[&index=7]:0.000000;   |   00:00:20   |   00:07:47   |
8400        |       -310.206   |       -286.594   |       -23.6121   |   ((A[&index=1]:0.292222,B[&index=4]:0.292222)[&index=6]:0.707778,(C[&index=2]:0.371027,D[&index=3]:0.371027)[&index=5]:0.628973)[&index=7]:0.000000;   |   00:00:20   |   00:07:36   |
8600        |       -304.766   |       -289.268   |       -15.4982   |   ((B[&index=4]:0.675558,A[&index=1]:0.675558)[&index=6]:0.324442,(C[&index=2]:0.522386,D[&index=3]:0.522386)[&index=5]:0.477614)[&index=7]:0.000000;   |   00:00:21   |   00:07:47   |
8800        |       -309.558   |       -291.077   |       -18.4809   |   ((D[&index=3]:0.983664,(A[&index=1]:0.452718,B[&index=4]:0.452718)[&index=5]:0.530946)[&index=6]:0.016336,C[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:21   |   00:07:36   |
9000        |       -306.772   |       -289.031   |        -17.741   |   ((A[&index=1]:0.644723,B[&index=4]:0.644723)[&index=5]:0.355277,(D[&index=3]:0.585254,C[&index=2]:0.585254)[&index=6]:0.414746)[&index=7]:0.000000;   |   00:00:21   |   00:07:25   |
9200        |       -307.331   |       -290.605   |       -16.7258   |   ((C[&index=2]:0.760012,D[&index=3]:0.760012)[&index=6]:0.239988,(B[&index=4]:0.992974,A[&index=1]:0.992974)[&index=5]:0.007026)[&index=7]:0.000000;   |   00:00:22   |   00:07:36   |
9400        |       -306.974   |        -287.74   |        -19.234   |   ((D[&index=3]:0.594065,C[&index=2]:0.594065)[&index=6]:0.405935,(A[&index=1]:0.466534,B[&index=4]:0.466534)[&index=5]:0.533466)[&index=7]:0.000000;   |   00:00:22   |   00:07:26   |
9600        |       -308.622   |       -296.063   |       -12.5593   |   ((B[&index=4]:0.845718,A[&index=1]:0.845718)[&index=5]:0.154282,(D[&index=3]:0.527214,C[&index=2]:0.527214)[&index=6]:0.472786)[&index=7]:0.000000;   |   00:00:23   |   00:07:36   |
9800        |       -305.989   |       -291.366   |       -14.6224   |   ((A[&index=1]:0.679685,B[&index=4]:0.679685)[&index=6]:0.320315,(C[&index=2]:0.454089,D[&index=3]:0.454089)[&index=5]:0.545911)[&index=7]:0.000000;   |   00:00:23   |   00:07:26   |
10000       |       -306.351   |       -290.331   |       -16.0199   |   ((B[&index=4]:0.531826,A[&index=1]:0.531826)[&index=6]:0.468174,(C[&index=2]:0.569396,D[&index=3]:0.569396)[&index=5]:0.430604)[&index=7]:0.000000;   |   00:00:24   |   00:07:36   |
10200       |        -305.77   |       -288.474   |       -17.2951   |   ((C[&index=2]:0.374653,D[&index=3]:0.374653)[&index=6]:0.625347,(A[&index=1]:0.567946,B[&index=4]:0.567946)[&index=5]:0.432054)[&index=7]:0.000000;   |   00:00:24   |   00:07:26   |
10400       |       -308.403   |       -290.976   |        -17.427   |   ((C[&index=2]:0.743523,D[&index=3]:0.743523)[&index=6]:0.256477,(A[&index=1]:0.506422,B[&index=4]:0.506422)[&index=5]:0.493578)[&index=7]:0.000000;   |   00:00:25   |   00:07:35   |
10600       |       -305.772   |       -290.467   |       -15.3054   |   ((A[&index=1]:0.708758,B[&index=4]:0.708758)[&index=5]:0.291242,(D[&index=3]:0.578707,C[&index=2]:0.578707)[&index=6]:0.421293)[&index=7]:0.000000;   |   00:00:25   |   00:07:26   |
10800       |       -305.548   |       -291.223   |       -14.3248   |   ((A[&index=1]:0.528752,B[&index=4]:0.528752)[&index=6]:0.471248,(D[&index=3]:0.589099,C[&index=2]:0.589099)[&index=5]:0.410901)[&index=7]:0.000000;   |   00:00:26   |   00:07:35   |
11000       |       -307.007   |       -292.864   |       -14.1429   |   ((D[&index=3]:0.476592,C[&index=2]:0.476592)[&index=5]:0.523408,(A[&index=1]:0.460509,B[&index=4]:0.460509)[&index=6]:0.539491)[&index=7]:0.000000;   |   00:00:26   |   00:07:26   |
11200       |       -307.512   |       -285.953   |       -21.5585   |   ((D[&index=3]:0.540902,C[&index=2]:0.540902)[&index=6]:0.459098,(A[&index=1]:0.369304,B[&index=4]:0.369304)[&index=5]:0.630696)[&index=7]:0.000000;   |   00:00:27   |   00:07:35   |
11400       |       -306.353   |       -288.553   |       -17.8002   |   ((D[&index=3]:0.489519,C[&index=2]:0.489519)[&index=5]:0.510481,(A[&index=1]:0.408382,B[&index=4]:0.408382)[&index=6]:0.591618)[&index=7]:0.000000;   |   00:00:27   |   00:07:26   |
11600       |       -307.676   |       -289.466   |       -18.2103   |   ((B[&index=4]:0.622235,A[&index=1]:0.622235)[&index=5]:0.377765,(C[&index=2]:0.512074,D[&index=3]:0.512074)[&index=6]:0.487926)[&index=7]:0.000000;   |   00:00:28   |   00:07:34   |
11800       |       -308.176   |       -286.228   |        -21.948   |   ((B[&index=4]:0.888643,A[&index=1]:0.888643)[&index=5]:0.111357,(C[&index=2]:0.452620,D[&index=3]:0.452620)[&index=6]:0.547380)[&index=7]:0.000000;   |   00:00:28   |   00:07:26   |


Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
-----------------------------------------------------------------------------------------------------------------------
12000       |       -311.741   |       -291.902   |       -19.8386   |   ((B[&index=4]:0.682663,A[&index=1]:0.682663)[&index=5]:0.317337,(D[&index=3]:0.256083,C[&index=2]:0.256083)[&index=6]:0.743917)[&index=7]:0.000000;   |   00:00:28   |   00:07:18   |
12200       |       -307.433   |       -290.407   |       -17.0267   |   ((B[&index=4]:0.868836,(C[&index=2]:0.388632,D[&index=3]:0.388632)[&index=6]:0.480204)[&index=5]:0.131164,A[&index=1]:1.000000)[&index=7]:0.000000;   |   00:00:29   |   00:07:26   |
12400       |       -305.396   |       -288.816   |         -16.58   |   ((B[&index=4]:0.685070,A[&index=1]:0.685070)[&index=6]:0.314930,(D[&index=3]:0.573981,C[&index=2]:0.573981)[&index=5]:0.426019)[&index=7]:0.000000;   |   00:00:29   |   00:07:18   |
12600       |       -310.112   |       -296.223   |       -13.8884   |   ((B[&index=4]:0.867893,(C[&index=2]:0.752009,D[&index=3]:0.752009)[&index=6]:0.115885)[&index=5]:0.132107,A[&index=1]:1.000000)[&index=7]:0.000000;   |   00:00:30   |   00:07:26   |
12800       |       -310.551   |       -290.151   |       -20.3995   |   (((B[&index=4]:0.872009,D[&index=3]:0.872009)[&index=5]:0.104243,A[&index=1]:0.976252)[&index=6]:0.023748,C[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:30   |   00:07:18   |
13000       |       -306.224   |       -286.534   |         -19.69   |   ((A[&index=1]:0.380899,B[&index=4]:0.380899)[&index=6]:0.619101,(C[&index=2]:0.477749,D[&index=3]:0.477749)[&index=5]:0.522251)[&index=7]:0.000000;   |   00:00:31   |   00:07:25   |
13200       |        -305.28   |       -287.077   |       -18.2034   |   ((A[&index=1]:0.614257,B[&index=4]:0.614257)[&index=5]:0.385743,(C[&index=2]:0.537593,D[&index=3]:0.537593)[&index=6]:0.462407)[&index=7]:0.000000;   |   00:00:31   |   00:07:18   |
13400       |       -308.387   |       -288.129   |       -20.2579   |   ((A[&index=1]:0.716677,B[&index=4]:0.716677)[&index=5]:0.283323,(D[&index=3]:0.704541,C[&index=2]:0.704541)[&index=6]:0.295459)[&index=7]:0.000000;   |   00:00:32   |   00:07:25   |
13600       |       -308.172   |         -288.6   |       -19.5718   |   ((C[&index=2]:0.724207,D[&index=3]:0.724207)[&index=6]:0.275793,(B[&index=4]:0.813798,A[&index=1]:0.813798)[&index=5]:0.186202)[&index=7]:0.000000;   |   00:00:32   |   00:07:18   |
13800       |       -305.034   |       -287.694   |         -17.34   |   ((B[&index=4]:0.470252,A[&index=1]:0.470252)[&index=6]:0.529748,(C[&index=2]:0.455312,D[&index=3]:0.455312)[&index=5]:0.544688)[&index=7]:0.000000;   |   00:00:33   |   00:07:25   |
14000       |       -307.443   |       -287.731   |        -19.712   |   ((B[&index=4]:0.923885,A[&index=1]:0.923885)[&index=6]:0.076115,(D[&index=3]:0.506831,C[&index=2]:0.506831)[&index=5]:0.493169)[&index=7]:0.000000;   |   00:00:33   |   00:07:18   |
14200       |       -306.583   |       -289.502   |        -17.081   |   ((B[&index=4]:0.952048,(C[&index=2]:0.377793,D[&index=3]:0.377793)[&index=5]:0.574255)[&index=6]:0.047952,A[&index=1]:1.000000)[&index=7]:0.000000;   |   00:00:34   |   00:07:24   |
14400       |       -305.822   |       -290.681   |        -15.141   |   ((A[&index=1]:0.981137,B[&index=4]:0.981137)[&index=5]:0.018863,(D[&index=3]:0.464813,C[&index=2]:0.464813)[&index=6]:0.535187)[&index=7]:0.000000;   |   00:00:34   |   00:07:18   |
14600       |        -307.09   |       -285.805   |        -21.285   |   ((B[&index=4]:0.655205,A[&index=1]:0.655205)[&index=5]:0.344795,(C[&index=2]:0.500816,D[&index=3]:0.500816)[&index=6]:0.499184)[&index=7]:0.000000;   |   00:00:35   |   00:07:24   |
14800       |       -308.138   |       -290.839   |       -17.2994   |   ((A[&index=1]:0.667093,B[&index=4]:0.667093)[&index=6]:0.332907,(D[&index=3]:0.307965,C[&index=2]:0.307965)[&index=5]:0.692035)[&index=7]:0.000000;   |   00:00:35   |   00:07:17   |
15000       |       -305.919   |       -287.811   |       -18.1081   |   ((B[&index=4]:0.935175,A[&index=1]:0.935175)[&index=5]:0.064825,(C[&index=2]:0.466301,D[&index=3]:0.466301)[&index=6]:0.533699)[&index=7]:0.000000;   |   00:00:36   |   00:07:24   |
15200       |       -307.549   |        -286.42   |       -21.1289   |   (A[&index=1]:1.000000,((C[&index=2]:0.496956,D[&index=3]:0.496956)[&index=6]:0.478380,B[&index=4]:0.975336)[&index=5]:0.024664)[&index=7]:0.000000;   |   00:00:36   |   00:07:17   |
15400       |       -307.131   |       -287.338   |        -19.793   |   ((D[&index=3]:0.567231,C[&index=2]:0.567231)[&index=6]:0.432769,(A[&index=1]:0.394222,B[&index=4]:0.394222)[&index=5]:0.605778)[&index=7]:0.000000;   |   00:00:37   |   00:07:23   |
15600       |       -305.601   |       -288.968   |       -16.6329   |   ((D[&index=3]:0.617562,C[&index=2]:0.617562)[&index=5]:0.382438,(B[&index=4]:0.538916,A[&index=1]:0.538916)[&index=6]:0.461084)[&index=7]:0.000000;   |   00:00:37   |   00:07:17   |
15800       |       -308.057   |       -288.641   |        -19.415   |   (((D[&index=3]:0.462165,C[&index=2]:0.462165)[&index=5]:0.428383,B[&index=4]:0.890548)[&index=6]:0.109452,A[&index=1]:1.000000)[&index=7]:0.000000;   |   00:00:38   |   00:07:23   |


Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
-----------------------------------------------------------------------------------------------------------------------
16000       |        -305.82   |       -288.192   |       -17.6284   |   ((B[&index=4]:0.673371,A[&index=1]:0.673371)[&index=6]:0.326629,(D[&index=3]:0.371835,C[&index=2]:0.371835)[&index=5]:0.628165)[&index=7]:0.000000;   |   00:00:38   |   00:07:17   |
16200       |       -309.767   |       -294.882   |        -14.885   |   (((C[&index=2]:0.511822,D[&index=3]:0.511822)[&index=6]:0.302265,A[&index=1]:0.814088)[&index=5]:0.185912,B[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:38   |   00:07:11   |
16400       |       -307.288   |       -287.118   |       -20.1706   |   ((A[&index=1]:0.850452,B[&index=4]:0.850452)[&index=6]:0.149548,(D[&index=3]:0.484979,C[&index=2]:0.484979)[&index=5]:0.515021)[&index=7]:0.000000;   |   00:00:39   |   00:07:16   |
16600       |       -308.049   |       -287.279   |       -20.7698   |   (((D[&index=3]:0.557369,C[&index=2]:0.557369)[&index=6]:0.400972,B[&index=4]:0.958340)[&index=5]:0.041660,A[&index=1]:1.000000)[&index=7]:0.000000;   |   00:00:39   |   00:07:10   |
16800       |       -309.397   |       -293.023   |       -16.3741   |   ((A[&index=1]:0.844628,B[&index=4]:0.844628)[&index=5]:0.155372,(D[&index=3]:0.725712,C[&index=2]:0.725712)[&index=6]:0.274288)[&index=7]:0.000000;   |   00:00:40   |   00:07:16   |
17000       |       -308.968   |       -290.244   |       -18.7244   |   ((C[&index=2]:0.599622,D[&index=3]:0.599622)[&index=6]:0.400378,(B[&index=4]:0.464506,A[&index=1]:0.464506)[&index=5]:0.535494)[&index=7]:0.000000;   |   00:00:40   |   00:07:10   |
17200       |       -306.822   |        -290.61   |       -16.2127   |   ((B[&index=4]:0.718189,A[&index=1]:0.718189)[&index=6]:0.281811,(D[&index=3]:0.395496,C[&index=2]:0.395496)[&index=5]:0.604504)[&index=7]:0.000000;   |   00:00:41   |   00:07:15   |
17400       |         -306.1   |       -289.858   |       -16.2427   |   ((A[&index=1]:0.954021,B[&index=4]:0.954021)[&index=5]:0.045979,(D[&index=3]:0.417809,C[&index=2]:0.417809)[&index=6]:0.582191)[&index=7]:0.000000;   |   00:00:41   |   00:07:10   |
17600       |       -306.872   |       -288.019   |       -18.8534   |   ((B[&index=4]:0.821155,A[&index=1]:0.821155)[&index=6]:0.178845,(D[&index=3]:0.387339,C[&index=2]:0.387339)[&index=5]:0.612661)[&index=7]:0.000000;   |   00:00:42   |   00:07:15   |
17800       |       -308.126   |       -291.922   |       -16.2032   |   ((B[&index=4]:0.694881,A[&index=1]:0.694881)[&index=6]:0.305119,(D[&index=3]:0.583229,C[&index=2]:0.583229)[&index=5]:0.416771)[&index=7]:0.000000;   |   00:00:42   |   00:07:09   |
18000       |        -306.72   |       -288.927   |       -17.7931   |   ((B[&index=4]:0.756429,A[&index=1]:0.756429)[&index=5]:0.243571,(C[&index=2]:0.632281,D[&index=3]:0.632281)[&index=6]:0.367719)[&index=7]:0.000000;   |   00:00:43   |   00:07:14   |
18200       |         -309.2   |       -296.996   |       -12.2044   |   ((C[&index=2]:0.565162,D[&index=3]:0.565162)[&index=6]:0.434838,(B[&index=4]:0.633155,A[&index=1]:0.633155)[&index=5]:0.366845)[&index=7]:0.000000;   |   00:00:43   |   00:07:09   |
