
RevBayes version (1.1.1)
Build from master (rapture-588-gae00cc) on Thu Feb 11 15:28:28 CST 2021

Visit the website www.RevBayes.com for more information about RevBayes.

RevBayes is free software released under the GPL license, version 3. Type 'license()' for details.

To quit RevBayes type 'quit()' or 'q()'.


> source("Morpho_TA_SMM_ind.Rev")
   Processing file "Morpho_TA_SMM_ind.Rev"
   Successfully read one character matrix from file '../data/TA-50char.nex'
   Processing file "tree_BD.Rev"
   Processing of file "tree_BD.Rev" completed
   Processing file "clock_global.Rev"
   Processing of file "clock_global.Rev" completed
   Processing file "Q_SMM_ind.Rev"
   Processing of file "Q_SMM_ind.Rev" completed

   Running burn-in phase of Monte Carlo sampler for 5000 iterations.
   This simulation runs 1 independent replicate.
   The simulator uses 6 different moves in a random move schedule with 15.8 moves per iteration

Progress:
0---------------25---------------50---------------75--------------100
********************************************************************


   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 6 different moves in a random move schedule with 15.8 moves per iteration

Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
2000        |       -330.909   |       -310.415   |       -20.4942   |   (((C[&index=1]:0.388168,D[&index=2]:0.388168)[&index=5]:0.587995,A[&index=3]:0.976163)[&index=6]:0.023837,B[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:08   |   00:13:12   |
2200        |       -336.713   |        -318.74   |       -17.9733   |   ((B[&index=4]:0.626658,(C[&index=1]:0.601593,D[&index=2]:0.601593)[&index=5]:0.025064)[&index=6]:0.373342,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:09   |   00:13:29   |
2400        |       -333.779   |       -308.779   |       -24.9999   |   ((A[&index=3]:0.902597,(D[&index=2]:0.412719,C[&index=1]:0.412719)[&index=5]:0.489877)[&index=6]:0.097403,B[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:10   |   00:13:43   |
2600        |       -331.525   |       -308.645   |       -22.8797   |   ((B[&index=4]:0.925067,A[&index=3]:0.925067)[&index=6]:0.074933,(D[&index=2]:0.397043,C[&index=1]:0.397043)[&index=5]:0.602957)[&index=7]:0.000000;   |   00:00:11   |   00:13:55   |
2800        |       -331.069   |        -311.45   |       -19.6191   |   (B[&index=4]:1.000000,(A[&index=3]:0.994645,(D[&index=2]:0.501168,C[&index=1]:0.501168)[&index=5]:0.493477)[&index=6]:0.005355)[&index=7]:0.000000;   |   00:00:12   |   00:14:05   |
3000        |       -332.524   |       -308.588   |        -23.936   |   (A[&index=3]:1.000000,((C[&index=1]:0.336258,D[&index=2]:0.336258)[&index=5]:0.516310,B[&index=4]:0.852568)[&index=6]:0.147432)[&index=7]:0.000000;   |   00:00:12   |   00:13:08   |
3200        |       -331.867   |       -311.823   |       -20.0444   |   (((C[&index=1]:0.264065,D[&index=2]:0.264065)[&index=5]:0.655004,B[&index=4]:0.919069)[&index=6]:0.080931,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:13   |   00:13:19   |
3400        |       -330.075   |       -311.348   |       -18.7266   |   (((D[&index=2]:0.374377,C[&index=1]:0.374377)[&index=5]:0.453633,B[&index=4]:0.828010)[&index=6]:0.171990,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:14   |   00:13:29   |
3600        |       -330.644   |       -310.983   |       -19.6607   |   ((A[&index=3]:0.980503,B[&index=4]:0.980503)[&index=6]:0.019497,(D[&index=2]:0.451117,C[&index=1]:0.451117)[&index=5]:0.548883)[&index=7]:0.000000;   |   00:00:15   |   00:13:38   |
3800        |       -331.502   |       -310.843   |       -20.6585   |   ((A[&index=3]:0.943074,B[&index=4]:0.943074)[&index=6]:0.056926,(D[&index=2]:0.293477,C[&index=1]:0.293477)[&index=5]:0.706523)[&index=7]:0.000000;   |   00:00:15   |   00:12:54   |


Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
-----------------------------------------------------------------------------------------------------------------------
4000        |       -332.254   |       -317.311   |       -14.9424   |   (((C[&index=1]:0.419214,D[&index=2]:0.419214)[&index=5]:0.458023,B[&index=4]:0.877236)[&index=6]:0.122764,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:16   |   00:13:04   |
4200        |       -330.839   |       -310.379   |       -20.4592   |   ((B[&index=4]:0.703844,(C[&index=1]:0.359426,D[&index=2]:0.359426)[&index=5]:0.344418)[&index=6]:0.296156,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:17   |   00:13:12   |
4400        |       -330.037   |       -313.001   |       -17.0362   |   ((B[&index=4]:0.989912,(D[&index=2]:0.457287,C[&index=1]:0.457287)[&index=5]:0.532626)[&index=6]:0.010088,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:18   |   00:13:20   |
4600        |       -331.003   |       -314.092   |       -16.9106   |   (((D[&index=2]:0.473544,C[&index=1]:0.473544)[&index=5]:0.424735,B[&index=4]:0.898279)[&index=6]:0.101721,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:18   |   00:12:44   |
4800        |       -334.142   |       -311.204   |       -22.9383   |   (((C[&index=1]:0.456173,D[&index=2]:0.456173)[&index=5]:0.417091,B[&index=4]:0.873264)[&index=6]:0.126736,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:19   |   00:12:52   |
5000        |       -330.977   |       -309.432   |       -21.5446   |   ((B[&index=4]:0.702425,(D[&index=2]:0.343276,C[&index=1]:0.343276)[&index=5]:0.359149)[&index=6]:0.297575,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:20   |   00:13:00   |
5200        |       -338.088   |       -314.145   |       -23.9431   |   ((A[&index=3]:0.884808,(D[&index=2]:0.196671,C[&index=1]:0.196671)[&index=5]:0.688137)[&index=6]:0.115192,B[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:21   |   00:13:06   |
5400        |       -330.437   |       -313.778   |       -16.6593   |   ((B[&index=4]:0.994920,A[&index=3]:0.994920)[&index=6]:0.005080,(D[&index=2]:0.454769,C[&index=1]:0.454769)[&index=5]:0.545231)[&index=7]:0.000000;   |   00:00:22   |   00:13:12   |
5600        |       -332.894   |       -317.113   |        -15.781   |   ((B[&index=4]:0.869603,(C[&index=1]:0.354925,D[&index=2]:0.354925)[&index=5]:0.514678)[&index=6]:0.130397,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:23   |   00:13:18   |
5800        |       -333.008   |       -309.586   |       -23.4217   |   (((C[&index=1]:0.379816,D[&index=2]:0.379816)[&index=5]:0.492003,B[&index=4]:0.871818)[&index=6]:0.128182,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:24   |   00:13:23   |
6000        |       -331.717   |       -310.465   |       -21.2515   |   (((D[&index=2]:0.483856,C[&index=1]:0.483856)[&index=5]:0.325671,B[&index=4]:0.809527)[&index=6]:0.190473,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:25   |   00:13:28   |
6200        |       -330.997   |       -310.703   |       -20.2937   |   (((C[&index=1]:0.315358,D[&index=2]:0.315358)[&index=5]:0.607092,A[&index=3]:0.922450)[&index=6]:0.077550,B[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:26   |   00:13:32   |
6400        |       -331.891   |       -308.573   |       -23.3176   |   ((A[&index=3]:0.904669,B[&index=4]:0.904669)[&index=6]:0.095331,(D[&index=2]:0.349203,C[&index=1]:0.349203)[&index=5]:0.650797)[&index=7]:0.000000;   |   00:00:27   |   00:13:36   |
6600        |       -331.442   |       -309.757   |       -21.6846   |   (A[&index=3]:1.000000,(B[&index=4]:0.914026,(D[&index=2]:0.416122,C[&index=1]:0.416122)[&index=5]:0.497904)[&index=6]:0.085974)[&index=7]:0.000000;   |   00:00:28   |   00:13:40   |
6800        |       -333.247   |       -311.843   |       -21.4036   |   (((D[&index=2]:0.496097,C[&index=1]:0.496097)[&index=5]:0.347359,B[&index=4]:0.843455)[&index=6]:0.156545,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:30   |   00:14:12   |
7000        |       -332.664   |       -310.511   |       -22.1531   |   (((D[&index=2]:0.526458,C[&index=1]:0.526458)[&index=5]:0.449662,B[&index=4]:0.976120)[&index=6]:0.023880,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:31   |   00:14:14   |
7200        |       -331.053   |       -310.564   |        -20.489   |   (((D[&index=2]:0.396521,C[&index=1]:0.396521)[&index=5]:0.252719,B[&index=4]:0.649240)[&index=6]:0.350760,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:32   |   00:14:16   |
7400        |       -330.028   |       -312.912   |       -17.1161   |   (A[&index=3]:1.000000,((C[&index=1]:0.420687,D[&index=2]:0.420687)[&index=5]:0.530806,B[&index=4]:0.951492)[&index=6]:0.048508)[&index=7]:0.000000;   |   00:00:34   |   00:14:44   |
7600        |       -330.537   |       -309.797   |       -20.7397   |   ((B[&index=4]:0.806816,(C[&index=1]:0.429021,D[&index=2]:0.429021)[&index=5]:0.377795)[&index=6]:0.193184,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:35   |   00:14:46   |
7800        |       -332.892   |       -311.497   |       -21.3955   |   (((D[&index=2]:0.413588,C[&index=1]:0.413588)[&index=5]:0.528182,A[&index=3]:0.941770)[&index=6]:0.058230,B[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:37   |   00:15:11   |


Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
-----------------------------------------------------------------------------------------------------------------------
8000        |       -331.938   |        -311.19   |       -20.7477   |   (((C[&index=1]:0.245287,D[&index=2]:0.245287)[&index=5]:0.547767,B[&index=4]:0.793054)[&index=6]:0.206946,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:39   |   00:15:36   |
8200        |       -332.249   |       -309.072   |       -23.1773   |   ((A[&index=3]:0.929167,(D[&index=2]:0.352962,C[&index=1]:0.352962)[&index=5]:0.576205)[&index=6]:0.070833,B[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:40   |   00:15:35   |
8400        |       -329.557   |       -310.349   |       -19.2077   |   ((B[&index=4]:0.901935,(C[&index=1]:0.339241,D[&index=2]:0.339241)[&index=5]:0.562694)[&index=6]:0.098065,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:42   |   00:15:57   |
8600        |       -330.004   |       -309.613   |       -20.3913   |   (((C[&index=1]:0.370977,D[&index=2]:0.370977)[&index=5]:0.581670,B[&index=4]:0.952647)[&index=6]:0.047353,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:44   |   00:16:19   |
8800        |       -330.374   |        -312.37   |       -18.0035   |   (((C[&index=1]:0.380912,D[&index=2]:0.380912)[&index=5]:0.479382,B[&index=4]:0.860294)[&index=6]:0.139706,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:46   |   00:16:39   |
9000        |       -330.945   |       -311.052   |       -19.8935   |   ((A[&index=3]:0.963378,B[&index=4]:0.963378)[&index=6]:0.036622,(C[&index=1]:0.414981,D[&index=2]:0.414981)[&index=5]:0.585019)[&index=7]:0.000000;   |   00:00:48   |   00:16:58   |
9200        |       -334.413   |       -307.313   |       -27.0999   |   ((A[&index=3]:0.952577,B[&index=4]:0.952577)[&index=6]:0.047423,(C[&index=1]:0.379767,D[&index=2]:0.379767)[&index=5]:0.620233)[&index=7]:0.000000;   |   00:00:50   |   00:17:16   |
9400        |        -335.35   |       -314.701   |       -20.6491   |   (((D[&index=2]:0.522945,C[&index=1]:0.522945)[&index=5]:0.313091,B[&index=4]:0.836036)[&index=6]:0.163964,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:53   |   00:17:54   |
9600        |       -333.595   |        -311.62   |       -21.9748   |   (((D[&index=2]:0.327788,C[&index=1]:0.327788)[&index=5]:0.592337,B[&index=4]:0.920125)[&index=6]:0.079875,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:56   |   00:18:30   |
9800        |       -331.082   |       -308.056   |       -23.0258   |   (((C[&index=1]:0.310291,D[&index=2]:0.310291)[&index=5]:0.547357,B[&index=4]:0.857648)[&index=6]:0.142352,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:58   |   00:18:45   |
10000       |        -330.65   |       -312.436   |       -18.2138   |   (((D[&index=2]:0.358604,C[&index=1]:0.358604)[&index=5]:0.605411,B[&index=4]:0.964015)[&index=6]:0.035985,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:01   |   00:19:19   |
10200       |       -333.559   |       -306.018   |       -27.5411   |   (A[&index=3]:1.000000,((C[&index=1]:0.291001,D[&index=2]:0.291001)[&index=5]:0.499985,B[&index=4]:0.790986)[&index=6]:0.209014)[&index=7]:0.000000;   |   00:01:03   |   00:19:32   |
10400       |       -331.096   |       -313.982   |       -17.1146   |   ((A[&index=3]:0.971534,(D[&index=2]:0.379357,C[&index=1]:0.379357)[&index=5]:0.592178)[&index=6]:0.028466,B[&index=4]:1.000000)[&index=7]:0.000000;   |   00:01:06   |   00:20:03   |
10600       |       -330.639   |        -314.89   |       -15.7489   |   (((D[&index=2]:0.449317,C[&index=1]:0.449317)[&index=6]:0.530075,B[&index=4]:0.979391)[&index=5]:0.020609,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:08   |   00:20:15   |
10800       |       -332.539   |        -310.79   |        -21.749   |   (((C[&index=1]:0.416604,D[&index=2]:0.416604)[&index=6]:0.507842,A[&index=3]:0.924446)[&index=5]:0.075554,B[&index=4]:1.000000)[&index=7]:0.000000;   |   00:01:11   |   00:20:43   |
11000       |        -331.12   |       -315.483   |       -15.6372   |   (((D[&index=2]:0.350774,C[&index=1]:0.350774)[&index=6]:0.615108,B[&index=4]:0.965882)[&index=5]:0.034118,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:13   |   00:20:54   |
11200       |       -331.385   |       -312.151   |       -19.2332   |   (((D[&index=2]:0.431478,C[&index=1]:0.431478)[&index=6]:0.509482,A[&index=3]:0.940960)[&index=5]:0.059040,B[&index=4]:1.000000)[&index=7]:0.000000;   |   00:01:15   |   00:21:04   |
11400       |       -331.587   |       -312.498   |       -19.0889   |   (((C[&index=1]:0.458471,D[&index=2]:0.458471)[&index=6]:0.467844,B[&index=4]:0.926315)[&index=5]:0.073685,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:17   |   00:21:13   |
11600       |        -333.83   |       -315.773   |       -18.0576   |   (((D[&index=2]:0.610654,C[&index=1]:0.610654)[&index=6]:0.307987,A[&index=3]:0.918641)[&index=5]:0.081359,B[&index=4]:1.000000)[&index=7]:0.000000;   |   00:01:19   |   00:21:23   |
11800       |       -329.808   |       -309.403   |       -20.4049   |   (((D[&index=2]:0.345866,C[&index=1]:0.345866)[&index=6]:0.635869,B[&index=4]:0.981735)[&index=5]:0.018265,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:20   |   00:21:15   |


Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
-----------------------------------------------------------------------------------------------------------------------
12000       |       -330.625   |       -313.353   |       -17.2719   |   (((C[&index=1]:0.312185,D[&index=2]:0.312185)[&index=6]:0.633154,B[&index=4]:0.945340)[&index=5]:0.054660,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:22   |   00:21:24   |
12200       |       -334.065   |       -307.203   |       -26.8621   |   (((C[&index=1]:0.244731,D[&index=2]:0.244731)[&index=6]:0.696673,A[&index=3]:0.941404)[&index=5]:0.058596,B[&index=4]:1.000000)[&index=7]:0.000000;   |   00:01:23   |   00:21:17   |
12400       |       -331.797   |       -313.989   |       -17.8081   |   ((A[&index=3]:0.866426,B[&index=4]:0.866426)[&index=5]:0.133574,(C[&index=1]:0.304779,D[&index=2]:0.304779)[&index=6]:0.695221)[&index=7]:0.000000;   |   00:01:25   |   00:21:25   |
12600       |       -332.242   |       -310.845   |        -21.397   |   (((C[&index=1]:0.249735,D[&index=2]:0.249735)[&index=6]:0.529651,B[&index=4]:0.779386)[&index=5]:0.220614,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:27   |   00:21:33   |
12800       |       -331.774   |       -308.333   |       -23.4411   |   (((D[&index=2]:0.342432,C[&index=1]:0.342432)[&index=6]:0.520492,B[&index=4]:0.862924)[&index=5]:0.137076,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:28   |   00:21:27   |
13000       |       -333.477   |       -307.025   |        -26.452   |   ((B[&index=4]:0.750780,(C[&index=1]:0.378562,D[&index=2]:0.378562)[&index=6]:0.372219)[&index=5]:0.249220,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:31   |   00:21:49   |
13200       |       -331.672   |       -310.961   |       -20.7108   |   ((A[&index=3]:0.945555,B[&index=4]:0.945555)[&index=5]:0.054445,(C[&index=1]:0.326399,D[&index=2]:0.326399)[&index=6]:0.673601)[&index=7]:0.000000;   |   00:01:33   |   00:21:56   |
13400       |         -332.3   |       -313.539   |       -18.7608   |   ((A[&index=3]:0.873208,B[&index=4]:0.873208)[&index=5]:0.126792,(C[&index=1]:0.514209,D[&index=2]:0.514209)[&index=6]:0.485791)[&index=7]:0.000000;   |   00:01:34   |   00:21:48   |
13600       |       -335.289   |       -308.161   |       -27.1282   |   (((C[&index=1]:0.434946,D[&index=2]:0.434946)[&index=6]:0.323974,B[&index=4]:0.758920)[&index=5]:0.241080,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:36   |   00:21:55   |
13800       |       -330.905   |       -313.719   |       -17.1858   |   (((C[&index=1]:0.439472,D[&index=2]:0.439472)[&index=6]:0.475914,B[&index=4]:0.915387)[&index=5]:0.084613,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:37   |   00:21:48   |
14000       |       -333.592   |       -316.603   |       -16.9891   |   (((D[&index=2]:0.407532,C[&index=1]:0.407532)[&index=6]:0.454589,A[&index=3]:0.862121)[&index=5]:0.137879,B[&index=4]:1.000000)[&index=7]:0.000000;   |   00:01:39   |   00:21:55   |
14200       |       -332.447   |       -309.318   |        -23.129   |   ((B[&index=4]:0.746156,(D[&index=2]:0.212462,C[&index=1]:0.212462)[&index=6]:0.533695)[&index=5]:0.253844,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:40   |   00:21:48   |
14400       |       -329.986   |        -311.64   |       -18.3469   |   (((C[&index=1]:0.356132,D[&index=2]:0.356132)[&index=6]:0.543420,B[&index=4]:0.899551)[&index=5]:0.100449,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:41   |   00:21:41   |
14600       |       -331.502   |       -308.327   |       -23.1744   |   (((D[&index=2]:0.276363,C[&index=1]:0.276363)[&index=6]:0.697534,B[&index=4]:0.973896)[&index=5]:0.026104,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:43   |   00:21:47   |
14800       |       -329.828   |       -309.555   |       -20.2732   |   ((A[&index=3]:0.989922,(D[&index=2]:0.350358,C[&index=1]:0.350358)[&index=6]:0.639565)[&index=5]:0.010078,B[&index=4]:1.000000)[&index=7]:0.000000;   |   00:01:44   |   00:21:41   |
15000       |       -331.719   |       -310.562   |       -21.1568   |   ((B[&index=4]:0.878209,A[&index=3]:0.878209)[&index=5]:0.121791,(C[&index=1]:0.410136,D[&index=2]:0.410136)[&index=6]:0.589864)[&index=7]:0.000000;   |   00:01:45   |   00:21:35   |
15200       |        -332.06   |       -306.598   |       -25.4625   |   (((D[&index=2]:0.267398,C[&index=1]:0.267398)[&index=6]:0.627947,B[&index=4]:0.895345)[&index=5]:0.104655,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:46   |   00:21:28   |
15400       |       -333.193   |       -316.307   |       -16.8857   |   (((D[&index=2]:0.409616,C[&index=1]:0.409616)[&index=6]:0.383353,B[&index=4]:0.792970)[&index=5]:0.207030,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:48   |   00:21:34   |
15600       |        -330.63   |       -309.519   |       -21.1113   |   (((D[&index=2]:0.275890,C[&index=1]:0.275890)[&index=6]:0.604940,B[&index=4]:0.880830)[&index=5]:0.119170,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:49   |   00:21:28   |
15800       |       -331.781   |        -314.69   |       -17.0917   |   (((C[&index=1]:0.443615,D[&index=2]:0.443615)[&index=6]:0.533070,B[&index=4]:0.976686)[&index=5]:0.023314,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:50   |   00:21:22   |


Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
-----------------------------------------------------------------------------------------------------------------------
16000       |       -331.369   |        -313.96   |       -17.4092   |   ((B[&index=4]:0.843359,(C[&index=1]:0.411142,D[&index=2]:0.411142)[&index=6]:0.432216)[&index=5]:0.156641,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:51   |   00:21:16   |
16200       |        -330.09   |       -309.964   |       -20.1264   |   ((B[&index=4]:0.955642,A[&index=3]:0.955642)[&index=5]:0.044358,(C[&index=1]:0.304506,D[&index=2]:0.304506)[&index=6]:0.695494)[&index=7]:0.000000;   |   00:01:53   |   00:21:22   |
16400       |       -331.917   |       -311.523   |       -20.3939   |   ((B[&index=4]:0.834697,(C[&index=1]:0.538144,D[&index=2]:0.538144)[&index=6]:0.296553)[&index=5]:0.165303,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:54   |   00:21:16   |
16600       |       -330.496   |       -309.625   |        -20.871   |   ((B[&index=4]:0.705308,(C[&index=1]:0.372187,D[&index=2]:0.372187)[&index=6]:0.333121)[&index=5]:0.294692,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:55   |   00:21:10   |
16800       |       -330.884   |       -309.089   |       -21.7946   |   (((D[&index=2]:0.425872,C[&index=1]:0.425872)[&index=6]:0.544185,B[&index=4]:0.970058)[&index=5]:0.029942,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:56   |   00:21:04   |
17000       |        -333.37   |       -310.269   |       -23.1008   |   (((C[&index=1]:0.207455,D[&index=2]:0.207455)[&index=6]:0.651522,B[&index=4]:0.858976)[&index=5]:0.141024,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:58   |   00:21:10   |
17200       |       -330.784   |       -311.115   |        -19.669   |   ((B[&index=4]:0.700201,(D[&index=2]:0.308250,C[&index=1]:0.308250)[&index=6]:0.391952)[&index=5]:0.299799,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:01:59   |   00:21:04   |
17400       |       -330.768   |       -307.744   |       -23.0243   |   (((D[&index=2]:0.327574,C[&index=1]:0.327574)[&index=6]:0.660921,A[&index=3]:0.988495)[&index=5]:0.011505,B[&index=4]:1.000000)[&index=7]:0.000000;   |   00:02:00   |   00:20:59   |
17600       |       -332.771   |       -311.704   |       -21.0676   |   ((B[&index=4]:0.982670,A[&index=3]:0.982670)[&index=6]:0.017330,(C[&index=1]:0.551759,D[&index=2]:0.551759)[&index=5]:0.448241)[&index=7]:0.000000;   |   00:02:02   |   00:21:04   |
17800       |       -333.402   |       -314.981   |       -18.4204   |   ((A[&index=3]:0.879418,B[&index=4]:0.879418)[&index=6]:0.120582,(D[&index=2]:0.499619,C[&index=1]:0.499619)[&index=5]:0.500381)[&index=7]:0.000000;   |   00:02:03   |   00:20:59   |
18000       |       -330.903   |       -312.907   |       -17.9962   |   ((B[&index=4]:0.959308,(D[&index=2]:0.480808,C[&index=1]:0.480808)[&index=5]:0.478500)[&index=6]:0.040692,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:02:04   |   00:20:53   |
18200       |       -330.122   |       -310.137   |       -19.9844   |   (((C[&index=1]:0.393332,D[&index=2]:0.393332)[&index=5]:0.563473,B[&index=4]:0.956805)[&index=6]:0.043195,A[&index=3]:1.000000)[&index=7]:0.000000;   |   00:02:06   |   00:20:58   |
