
RevBayes version (1.1.1)
Build from master (rapture-588-gae00cc) on Thu Feb 11 15:28:28 CST 2021

Visit the website www.RevBayes.com for more information about RevBayes.

RevBayes is free software released under the GPL license, version 3. Type 'license()' for details.

To quit RevBayes type 'quit()' or 'q()'.


> source("Morpho_TA_M5.Rev")
   Processing file "Morpho_TA_M5.Rev"
   Successfully read one character matrix from file '../data/TA-50char.nex'
   Processing file "tree_BD.Rev"
   Processing of file "tree_BD.Rev" completed
   Processing file "clock_global.Rev"
   Processing of file "clock_global.Rev" completed
   Processing file "Q_ED_M5.Rev"
   Processing of file "Q_ED_M5.Rev" completed

   Running burn-in phase of Monte Carlo sampler for 5000 iterations.
   This simulation runs 1 independent replicate.
   The simulator uses 8 different moves in a random move schedule with 19.8 moves per iteration

Progress:
0---------------25---------------50---------------75--------------100
********************************************************************


   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 8 different moves in a random move schedule with 19.8 moves per iteration

Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
5800        |       -285.553   |       -283.906   |       -1.64625   |   ((C[&index=2]:0.679776,(D[&index=1]:0.663086,B[&index=3]:0.663086)[&index=5]:0.016690)[&index=6]:0.320224,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:19   |   00:10:36   |
6000        |       -284.373   |       -282.528   |       -1.84508   |   ((B[&index=3]:0.932001,(D[&index=1]:0.502916,C[&index=2]:0.502916)[&index=5]:0.429085)[&index=6]:0.067999,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:20   |   00:10:46   |
6200        |       -283.308   |        -280.66   |       -2.64786   |   ((A[&index=4]:0.989568,(C[&index=2]:0.574910,D[&index=1]:0.574910)[&index=6]:0.414658)[&index=5]:0.010432,B[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:20   |   00:10:25   |
6400        |       -283.705   |       -282.033   |       -1.67231   |   ((B[&index=3]:0.804256,A[&index=4]:0.804256)[&index=6]:0.195744,(C[&index=2]:0.531712,D[&index=1]:0.531712)[&index=5]:0.468288)[&index=7]:0.000000;   |   00:00:21   |   00:10:35   |
6600        |       -284.078   |       -282.727   |       -1.35102   |   (((C[&index=2]:0.611253,D[&index=1]:0.611253)[&index=6]:0.320330,B[&index=3]:0.931583)[&index=5]:0.068417,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:22   |   00:10:44   |
6800        |       -286.875   |       -282.328   |       -4.54737   |   (((C[&index=2]:0.345164,D[&index=1]:0.345164)[&index=5]:0.402614,B[&index=3]:0.747778)[&index=6]:0.252222,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:23   |   00:10:53   |
7000        |       -287.737   |       -281.553   |       -6.18448   |   (((D[&index=1]:0.339895,C[&index=2]:0.339895)[&index=6]:0.287112,B[&index=3]:0.627007)[&index=5]:0.372993,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:23   |   00:10:34   |
7200        |       -284.782   |        -281.12   |       -3.66207   |   (((D[&index=1]:0.566478,C[&index=2]:0.566478)[&index=5]:0.320818,B[&index=3]:0.887296)[&index=6]:0.112704,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:24   |   00:10:42   |
7400        |       -291.763   |       -284.944   |       -6.81991   |   (((C[&index=2]:0.348027,D[&index=1]:0.348027)[&index=6]:0.142515,B[&index=3]:0.490543)[&index=5]:0.509457,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:25   |   00:10:50   |
7600        |       -286.248   |       -282.188   |        -4.0598   |   ((B[&index=3]:0.702762,(D[&index=1]:0.470771,C[&index=2]:0.470771)[&index=6]:0.231991)[&index=5]:0.297238,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:25   |   00:10:32   |
7800        |       -292.656   |       -288.649   |       -4.00638   |   (((C[&index=2]:0.604517,B[&index=3]:0.604517)[&index=6]:0.378721,A[&index=4]:0.983238)[&index=5]:0.016762,D[&index=1]:1.000000)[&index=7]:0.000000;   |   00:00:26   |   00:10:40   |


Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
-----------------------------------------------------------------------------------------------------------------------
8000        |       -284.373   |       -282.569   |       -1.80405   |   ((B[&index=3]:0.905668,A[&index=4]:0.905668)[&index=6]:0.094332,(C[&index=2]:0.782170,D[&index=1]:0.782170)[&index=5]:0.217830)[&index=7]:0.000000;   |   00:00:27   |   00:10:48   |
8200        |       -287.737   |       -282.632   |       -5.10425   |   (((C[&index=2]:0.590422,D[&index=1]:0.590422)[&index=6]:0.122637,B[&index=3]:0.713059)[&index=5]:0.286941,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:28   |   00:10:54   |
8400        |       -289.975   |       -286.615   |       -3.36021   |   ((A[&index=4]:0.940080,(C[&index=2]:0.440977,D[&index=1]:0.440977)[&index=5]:0.499103)[&index=6]:0.059920,B[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:28   |   00:10:38   |
8600        |       -288.876   |       -285.082   |       -3.79407   |   ((A[&index=4]:0.969916,D[&index=1]:0.969916)[&index=5]:0.030084,(C[&index=2]:0.894096,B[&index=3]:0.894096)[&index=6]:0.105904)[&index=7]:0.000000;   |   00:00:29   |   00:10:45   |
8800        |       -292.564   |       -287.839   |       -4.72554   |   ((D[&index=1]:0.928938,(A[&index=4]:0.782150,B[&index=3]:0.782150)[&index=5]:0.146788)[&index=6]:0.071062,C[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:30   |   00:10:51   |
9000        |       -282.742   |       -280.983   |       -1.75874   |   ((B[&index=3]:0.970457,(D[&index=1]:0.682871,C[&index=2]:0.682871)[&index=6]:0.287586)[&index=5]:0.029543,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:30   |   00:10:36   |
9200        |       -283.976   |         -280.9   |       -3.07598   |   (A[&index=4]:1.000000,(B[&index=3]:0.992780,(D[&index=1]:0.505994,C[&index=2]:0.505994)[&index=6]:0.486786)[&index=5]:0.007220)[&index=7]:0.000000;   |   00:00:31   |   00:10:42   |
9400        |       -287.119   |       -283.091   |       -4.02808   |   ((A[&index=4]:0.604136,B[&index=3]:0.604136)[&index=5]:0.395864,(D[&index=1]:0.424246,C[&index=2]:0.424246)[&index=6]:0.575754)[&index=7]:0.000000;   |   00:00:32   |   00:10:48   |
9600        |       -284.504   |       -281.759   |        -2.7442   |   ((A[&index=4]:0.996904,B[&index=3]:0.996904)[&index=5]:0.003096,(D[&index=1]:0.566279,C[&index=2]:0.566279)[&index=6]:0.433721)[&index=7]:0.000000;   |   00:00:32   |   00:10:34   |
9800        |       -285.525   |       -283.225   |       -2.29979   |   (((D[&index=1]:0.425959,C[&index=2]:0.425959)[&index=5]:0.507217,A[&index=4]:0.933176)[&index=6]:0.066824,B[&index=3]:1.000000)[&index=7]:0.000000;   |   00:00:33   |   00:10:40   |
10000       |       -285.366   |       -282.748   |       -2.61748   |   (((C[&index=2]:0.783436,D[&index=1]:0.783436)[&index=6]:0.114815,B[&index=3]:0.898251)[&index=5]:0.101749,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:33   |   00:10:27   |
10200       |       -283.784   |       -281.028   |       -2.75613   |   ((B[&index=3]:0.946735,A[&index=4]:0.946735)[&index=5]:0.053265,(D[&index=1]:0.543792,C[&index=2]:0.543792)[&index=6]:0.456208)[&index=7]:0.000000;   |   00:00:34   |   00:10:32   |
10400       |       -283.814   |       -281.754   |       -2.06094   |   ((B[&index=3]:0.971801,A[&index=4]:0.971801)[&index=5]:0.028199,(C[&index=2]:0.520293,D[&index=1]:0.520293)[&index=6]:0.479707)[&index=7]:0.000000;   |   00:00:35   |   00:10:38   |
10600       |       -283.102   |       -281.173   |       -1.92906   |   ((B[&index=3]:0.826976,(D[&index=1]:0.531093,C[&index=2]:0.531093)[&index=5]:0.295883)[&index=6]:0.173024,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:35   |   00:10:25   |
10800       |       -283.462   |       -281.526   |       -1.93552   |   (((C[&index=2]:0.547262,D[&index=1]:0.547262)[&index=5]:0.402840,B[&index=3]:0.950101)[&index=6]:0.049899,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:36   |   00:10:30   |
11000       |       -288.412   |       -285.176   |       -3.23586   |   (A[&index=4]:1.000000,(B[&index=3]:0.871631,(C[&index=2]:0.299158,D[&index=1]:0.299158)[&index=5]:0.572473)[&index=6]:0.128369)[&index=7]:0.000000;   |   00:00:37   |   00:10:35   |
11200       |       -286.623   |       -282.379   |       -4.24463   |   (((C[&index=2]:0.353307,D[&index=1]:0.353307)[&index=6]:0.484828,B[&index=3]:0.838135)[&index=5]:0.161865,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:37   |   00:10:23   |
11400       |       -286.536   |       -283.546   |       -2.98996   |   ((D[&index=1]:0.804544,C[&index=2]:0.804544)[&index=5]:0.195456,(A[&index=4]:0.601299,B[&index=3]:0.601299)[&index=6]:0.398701)[&index=7]:0.000000;   |   00:00:38   |   00:10:28   |
11600       |       -289.213   |       -285.464   |       -3.74925   |   (((B[&index=3]:0.754286,C[&index=2]:0.754286)[&index=6]:0.155650,D[&index=1]:0.909936)[&index=5]:0.090064,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:38   |   00:10:17   |
11800       |       -284.766   |       -281.111   |       -3.65472   |   ((B[&index=3]:0.827875,A[&index=4]:0.827875)[&index=6]:0.172125,(D[&index=1]:0.466480,C[&index=2]:0.466480)[&index=5]:0.533520)[&index=7]:0.000000;   |   00:00:39   |   00:10:22   |


Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
-----------------------------------------------------------------------------------------------------------------------
12000       |       -286.075   |       -285.088   |      -0.986836   |   (((B[&index=3]:0.502034,C[&index=2]:0.502034)[&index=5]:0.426460,D[&index=1]:0.928494)[&index=6]:0.071506,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:40   |   00:10:26   |
12200       |       -286.103   |       -281.407   |       -4.69591   |   ((B[&index=3]:0.970480,(D[&index=1]:0.490235,C[&index=2]:0.490235)[&index=5]:0.480244)[&index=6]:0.029520,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:40   |   00:10:15   |
12400       |       -285.542   |       -284.876   |      -0.665704   |   (((D[&index=1]:0.891022,C[&index=2]:0.891022)[&index=5]:0.088281,B[&index=3]:0.979303)[&index=6]:0.020697,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:41   |   00:10:20   |
12600       |       -286.737   |       -283.658   |       -3.07846   |   ((C[&index=2]:0.645038,D[&index=1]:0.645038)[&index=6]:0.354962,(A[&index=4]:0.932459,B[&index=3]:0.932459)[&index=5]:0.067541)[&index=7]:0.000000;   |   00:00:42   |   00:10:24   |
12800       |       -290.473   |       -286.445   |       -4.02805   |   ((A[&index=4]:0.925348,(D[&index=1]:0.639929,B[&index=3]:0.639929)[&index=6]:0.285419)[&index=5]:0.074652,C[&index=2]:1.000000)[&index=7]:0.000000;   |   00:00:42   |   00:10:14   |
13000       |        -284.78   |       -281.042   |       -3.73811   |   (((C[&index=2]:0.454210,D[&index=1]:0.454210)[&index=6]:0.508109,B[&index=3]:0.962319)[&index=5]:0.037681,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:43   |   00:10:18   |
13200       |       -283.098   |       -280.774   |       -2.32374   |   ((A[&index=4]:0.880591,B[&index=3]:0.880591)[&index=5]:0.119409,(D[&index=1]:0.547637,C[&index=2]:0.547637)[&index=6]:0.452363)[&index=7]:0.000000;   |   00:00:43   |   00:10:08   |
13400       |       -284.878   |        -281.18   |       -3.69807   |   (((D[&index=1]:0.419126,C[&index=2]:0.419126)[&index=5]:0.503271,B[&index=3]:0.922398)[&index=6]:0.077602,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:44   |   00:10:12   |
13600       |       -289.446   |       -287.378   |        -2.0677   |   (((C[&index=2]:0.795837,B[&index=3]:0.795837)[&index=5]:0.110173,A[&index=4]:0.906009)[&index=6]:0.093991,D[&index=1]:1.000000)[&index=7]:0.000000;   |   00:00:44   |   00:10:03   |
13800       |       -286.314   |       -282.311   |       -4.00246   |   (((C[&index=2]:0.685266,D[&index=1]:0.685266)[&index=6]:0.253682,B[&index=3]:0.938948)[&index=5]:0.061052,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:45   |   00:10:07   |
14000       |       -285.492   |       -281.317   |       -4.17513   |   (((C[&index=2]:0.397151,D[&index=1]:0.397151)[&index=6]:0.560540,B[&index=3]:0.957692)[&index=5]:0.042308,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:46   |   00:10:11   |
14200       |       -285.881   |        -281.08   |       -4.80016   |   ((B[&index=3]:0.876823,A[&index=4]:0.876823)[&index=5]:0.123177,(D[&index=1]:0.662147,C[&index=2]:0.662147)[&index=6]:0.337853)[&index=7]:0.000000;   |   00:00:46   |   00:10:01   |
14400       |       -285.696   |       -284.358   |       -1.33731   |   ((A[&index=4]:0.954729,B[&index=3]:0.954729)[&index=5]:0.045271,(D[&index=1]:0.736023,C[&index=2]:0.736023)[&index=6]:0.263977)[&index=7]:0.000000;   |   00:00:47   |   00:10:05   |
14600       |       -287.634   |       -284.774   |       -2.85986   |   (((C[&index=2]:0.601978,D[&index=1]:0.601978)[&index=6]:0.373738,B[&index=3]:0.975715)[&index=5]:0.024285,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:47   |   00:09:56   |
14800       |       -283.568   |       -280.995   |       -2.57323   |   (((D[&index=1]:0.507965,C[&index=2]:0.507965)[&index=6]:0.478477,B[&index=3]:0.986442)[&index=5]:0.013558,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:48   |   00:10:00   |
15000       |       -283.512   |       -282.072   |       -1.44059   |   ((D[&index=1]:0.727657,C[&index=2]:0.727657)[&index=6]:0.272343,(B[&index=3]:0.929251,A[&index=4]:0.929251)[&index=5]:0.070749)[&index=7]:0.000000;   |   00:00:49   |   00:10:04   |
15200       |       -288.203   |       -286.747   |       -1.45629   |   (((D[&index=1]:0.375118,C[&index=2]:0.375118)[&index=6]:0.494683,B[&index=3]:0.869801)[&index=5]:0.130199,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:49   |   00:09:55   |
15400       |        -285.73   |        -282.67   |       -3.06044   |   (((C[&index=2]:0.565461,D[&index=1]:0.565461)[&index=6]:0.429075,B[&index=3]:0.994536)[&index=5]:0.005464,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:50   |   00:09:59   |
15600       |       -289.764   |       -284.594   |       -5.16913   |   ((B[&index=3]:0.736898,A[&index=4]:0.736898)[&index=5]:0.263102,(D[&index=1]:0.362579,C[&index=2]:0.362579)[&index=6]:0.637421)[&index=7]:0.000000;   |   00:00:50   |   00:09:51   |
15800       |       -286.439   |       -283.559   |       -2.87989   |   ((A[&index=4]:0.725853,B[&index=3]:0.725853)[&index=6]:0.274147,(C[&index=2]:0.541724,D[&index=1]:0.541724)[&index=5]:0.458276)[&index=7]:0.000000;   |   00:00:51   |   00:09:54   |


Iter        |      Posterior   |     Likelihood   |          Prior   |       timetree   |    elapsed   |        ETA   |
-----------------------------------------------------------------------------------------------------------------------
16000       |       -284.691   |       -282.596   |       -2.09536   |   ((A[&index=4]:0.935781,B[&index=3]:0.935781)[&index=5]:0.064219,(D[&index=1]:0.508379,C[&index=2]:0.508379)[&index=6]:0.491621)[&index=7]:0.000000;   |   00:00:52   |   00:09:58   |
16200       |       -287.202   |       -282.926   |       -4.27639   |   (((D[&index=1]:0.305373,C[&index=2]:0.305373)[&index=6]:0.306220,B[&index=3]:0.611592)[&index=5]:0.388408,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:52   |   00:09:49   |
16400       |       -284.585   |       -282.748   |       -1.83726   |   (A[&index=4]:1.000000,((D[&index=1]:0.575968,C[&index=2]:0.575968)[&index=6]:0.279025,B[&index=3]:0.854993)[&index=5]:0.145007)[&index=7]:0.000000;   |   00:00:53   |   00:09:53   |
16600       |       -286.528   |       -282.398   |       -4.13017   |   (((D[&index=1]:0.455333,C[&index=2]:0.455333)[&index=6]:0.519943,B[&index=3]:0.975276)[&index=5]:0.024724,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:54   |   00:09:56   |
16800       |       -285.565   |       -282.227   |       -3.33766   |   ((B[&index=3]:0.998764,(D[&index=1]:0.674797,C[&index=2]:0.674797)[&index=6]:0.323966)[&index=5]:0.001236,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:54   |   00:09:48   |
17000       |        -286.26   |       -281.108   |       -5.15215   |   ((B[&index=3]:0.916121,A[&index=4]:0.916121)[&index=6]:0.083879,(C[&index=2]:0.541263,D[&index=1]:0.541263)[&index=5]:0.458737)[&index=7]:0.000000;   |   00:00:55   |   00:09:52   |
17200       |       -286.551   |        -284.41   |       -2.14183   |   ((D[&index=1]:0.895881,(B[&index=3]:0.668676,C[&index=2]:0.668676)[&index=6]:0.227204)[&index=5]:0.104119,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:55   |   00:09:44   |
17400       |       -285.764   |       -282.248   |       -3.51587   |   (((D[&index=1]:0.382217,C[&index=2]:0.382217)[&index=5]:0.544524,B[&index=3]:0.926741)[&index=6]:0.073259,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:56   |   00:09:47   |
17600       |       -284.649   |       -282.441   |       -2.20753   |   ((D[&index=1]:0.746998,C[&index=2]:0.746998)[&index=6]:0.253002,(A[&index=4]:0.742532,B[&index=3]:0.742532)[&index=5]:0.257468)[&index=7]:0.000000;   |   00:00:56   |   00:09:40   |
17800       |       -285.523   |       -281.287   |       -4.23651   |   ((A[&index=4]:0.785812,B[&index=3]:0.785812)[&index=5]:0.214188,(D[&index=1]:0.453726,C[&index=2]:0.453726)[&index=6]:0.546274)[&index=7]:0.000000;   |   00:00:57   |   00:09:43   |
18000       |       -287.338   |       -284.664   |       -2.67446   |   ((A[&index=4]:0.963952,B[&index=3]:0.963952)[&index=5]:0.036048,(C[&index=2]:0.666176,D[&index=1]:0.666176)[&index=6]:0.333824)[&index=7]:0.000000;   |   00:00:58   |   00:09:46   |
18200       |       -285.929   |       -284.494   |       -1.43561   |   ((B[&index=3]:0.913608,(C[&index=2]:0.469520,D[&index=1]:0.469520)[&index=6]:0.444088)[&index=5]:0.086392,A[&index=4]:1.000000)[&index=7]:0.000000;   |   00:00:58   |   00:09:39   |
